"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"264",264,"California Christian College","Fresno","CA","93727","0.875","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.25","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"265",265,"California College-San Diego","San Diego","CA","92108-3824","NULL","NULL","NULL","0.4297407913","0.0656",NA,NA,NA,NA,NA,NA,NA,"0.6017","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"268",268,"California Institute of the Arts","Valencia","CA","91355-2397","0.2472","NULL","NULL","0.7477477477",NA,NA,NA,NA,NA,NA,NA,NA,"0.5513","52000","41700","43300","NULL",1
"269",269,"The California Maritime Academy","Vallejo","CA","94590","0.7166","590","27","0.4175824176",NA,"0.1488","0.2024",NA,NA,NA,NA,NA,"0.5793","PrivacySuppressed","PrivacySuppressed","94700","NULL",1
"270",270,"California Western School of Law","San Diego","CA","92101-3046","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"286",286,"Chapman University","Orange","CA","92866","0.4359","660","29","0.4706150342","0.0131",NA,NA,"0.0228","0.0061",NA,"0.0035",NA,"0.7227","47300","53100","55600","NULL",1
"287",287,"Charles R Drew University of Medicine and Science","Los Angeles","CA","90059","0.3947","NULL","NULL","0.7171717172",NA,NA,NA,NA,NA,NA,NA,NA,"0","55600","PrivacySuppressed","PrivacySuppressed","NULL",1
"288",288,"Concordia University-Irvine","Irvine","CA","92612-3203","0.6947","570","25","0.4113924051",NA,NA,NA,"0.035","0.021",NA,"0.0023",NA,"0.5182","49400","48800","46300","NULL",1
"289",289,"San Diego Christian College","Santee","CA","92071","0.4262","520","24","0.4394904459",NA,NA,NA,"0.0762",NA,NA,NA,NA,"0.4286","36000","41400","33500","NULL",1
"290",290,"Church Divinity School of the Pacific","Berkeley","CA","94709-1211","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"294",294,"Claremont Graduate University","Claremont","CA","91711-6160","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"295",295,"Claremont McKenna College","Claremont","CA","91711-6400","0.136","760","32","0.7943925234","0.0032","0.0095","0.0284","0.082","0.0095",NA,"0.0189",NA,"0.9218","PrivacySuppressed","PrivacySuppressed","91700","NULL",1
"299",299,"Cogswell College","San Jose","CA","95134","0.9195","NULL","NULL","0.4285714286",NA,"0.1111",NA,NA,NA,NA,NA,NA,"0.5882","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"300",300,"Coleman University","San Diego","CA","92123-1506","1","NULL","NULL","0.5924369748","1",NA,NA,NA,NA,NA,NA,NA,"0.5897","44600","49600","47700","NULL",1
"302",302,"Western University of Health Sciences","Pomona","CA","91766-1854","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"304",304,"Columbia College-Hollywood","Tarzana","CA","91356-1411","0.5355","NULL","NULL","0.4297520661",NA,NA,NA,NA,NA,NA,NA,NA,"0.1964","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"316",316,"Dell'Arte International School of Physical Theatre","Blue Lake","CA","95525-0816","0.7727","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"318",318,"Design Institute of San Diego","San Diego","CA","92121","NULL","NULL","NULL","0.2337662338",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","30000","45000","38800","NULL",1
"319",319,"DeVry University-California","Pomona","CA","91768-2642","0.8347","NULL","NULL","0.1516278553","0.1897","0.0515","0.105",NA,NA,NA,NA,NA,"0.3306","44100","52500","61100","NULL",1
"321",321,"Dominican University of California","San Rafael","CA","94901-2298","0.5582","570","25","0.5408970976",NA,NA,NA,"0.1229",NA,NA,NA,NA,"0.5665","55700","58300","61100","NULL",1
"322",322,"Dominican School of Philosophy & Theology","Berkeley","CA","94708-1816","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"329",329,"Emperor's College of Traditional Oriental Medicine","Santa Monica","CA","90403","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"332",332,"Fashion Institute of Design & Merchandising-Los Angeles","Los Angeles","CA","90015-1421","0.5836","NULL","NULL","0.6187399031",NA,NA,NA,NA,NA,NA,NA,NA,"0.5821","40100","43300","42000","NULL",1
"333",333,"Fashion Institute of Design & Merchandising-San Francisco","San Francisco","CA","94108-5805","0.6458","NULL","NULL","0.6187399031",NA,NA,NA,NA,NA,NA,NA,NA,"0.5704","40100","43300","42000","NULL",1
"337",337,"Fielding Graduate University","Santa Barbara","CA","93105-3538","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"338",338,"Five Branches University","Santa Cruz","CA","95062","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"341",341,"Franciscan School of Theology","Oceanside","CA","92057","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"344",344,"Fresno Pacific University","Fresno","CA","93702-4709","0.7274","560","26","0.432934927",NA,NA,NA,"0.0174","0.0147",NA,"0.0027",NA,"0.5939","36600","41600","45700","NULL",1
"345",345,"Fuller Theological Seminary in California","Pasadena","CA","91182","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"352",352,"Golden Gate University-San Francisco","San Francisco","CA","94105-2968","NULL","NULL","NULL","0.4150943396","0.0588",NA,NA,NA,NA,NA,NA,NA,"NULL","71100","72600","89300","NULL",1
"354",354,"Graduate Theological Union","Berkeley","CA","94709","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"358",358,"Harvey Mudd College","Claremont","CA","91711","0.1924","800","36","0.8288288288","0.1778","0.3611",NA,"0.1","0.1111",NA,"0.1333",NA,"0.8833","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"365",365,"Holy Names University","Oakland","CA","94619-1699","0.5086","520","23","0.2614107884",NA,NA,NA,"0.0606",NA,NA,NA,NA,"0.3939","41100","48100","72800","NULL",1
"366",366,"Pacifica Graduate Institute","Carpinteria","CA","93013","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"367",367,"Humboldt State University","Arcata","CA","95521-8299","0.8115","570","24","0.3698788229","0.0109","0.0254",NA,"0.0879","0.0145",NA,"0.0349",NA,"0.4048","37800","37500","41700","NULL",1
"368",368,"Humphreys College-Stockton and Modesto Campuses","Stockton","CA","95207-3896","NULL","NULL","NULL","0.25",NA,NA,NA,NA,NA,NA,NA,NA,"0.8421","27300","PrivacySuppressed","PrivacySuppressed","NULL",1
"371",371,"Interior Designers Institute","Newport Beach","CA","92660","NULL","NULL","NULL","0.3962264151",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"374",374,"ITT Technical Institute-National City","National City","CA","91950","0.887","NULL","NULL","0.3187633262","0.3492",NA,"0.3454",NA,NA,NA,NA,NA,"0.2879","38200","46300","47200","NULL",1
"375",375,"ITT Technical Institute-San Dimas","San Dimas","CA","91773","0.937","NULL","NULL","0.3187633262","0.2183",NA,"0.2711",NA,NA,NA,NA,NA,"0.3333","38200","46300","47200","NULL",1
"376",376,"ITT Technical Institute-Orange","Orange","CA","92868","0.8964","NULL","NULL","0.3187633262","0.2287",NA,"0.3856",NA,NA,NA,NA,NA,"0.3333","38200","46300","47200","NULL",1
"379",379,"John F. Kennedy University","Pleasant Hill","CA","94523-4817","NULL","NULL","NULL","0.5301204819",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"380",380,"American Jewish University","Los Angeles","CA","90077-1519","0.9643","570","17","0.6428571429",NA,NA,NA,"0.3043",NA,NA,NA,NA,"0.6154","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"382",382,"Life Pacific College","San Dimas","CA","91773-3298","0.6309","562","24","0.305785124",NA,NA,NA,NA,NA,NA,NA,NA,"0.3049","31600","37000","31800","NULL",1
"383",383,"Argosy University-The Art Institute of California-San Diego","San Diego","CA","92108-4423","0.9147","NULL","NULL","0.1547148504","0.1394",NA,NA,NA,NA,NA,NA,NA,"0.4021","40500","41300","42800","NULL",1
"384",384,"University of La Verne","La Verne","CA","91750-4401","0.3987","560","24","0.2678983834","0.0085",NA,NA,"0.0132","0.0038",NA,"0.0038",NA,"0.5897","47000","53100","61500","NULL",1
"385",385,"Laguna College of Art and Design","Laguna Beach","CA","92651","0.3964","NULL","NULL","0.4660194175",NA,NA,NA,NA,NA,NA,NA,NA,"0.6029","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"390",390,"Life Chiropractic College West","Hayward","CA","94545-2800","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"391",391,"Lincoln University","Oakland","CA","94612-2801","0.6949","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.84","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"392",392,"Southern California Seminary","El Cajon","CA","92019-1108","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"393",393,"La Sierra University","Riverside","CA","92515-8247","0.4847","540","23","0.3151364764","0.0073",NA,NA,"0.1818","0.0073",NA,"0.0073",NA,"0.5288","41800","46100","50800","NULL",1
"394",394,"Loma Linda University","Loma Linda","CA","92350","NULL","NULL","NULL","0.84375",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","97500","79100","74200","NULL",1
"396",396,"Southern California University of Health Sciences","Whittier","CA","90604","NULL","NULL","NULL","0.3582089552",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"402",402,"The Master's College and Seminary","Santa Clarita","CA","91321-1200","0.6582","580","26","0.2921348315",NA,NA,NA,"0.0885","0.0088",NA,NA,NA,"0.5699","50700","43200","49800","NULL",1
"407",407,"Argosy University-The Art Institute of California-San Francisco","San Francisco","CA","94102-4908","0.9901","NULL","NULL","0.1547148504","0.2432",NA,NA,NA,NA,NA,NA,NA,"0.3453","40500","41300","42800","NULL",1
"408",408,"Loyola Marymount University","Los Angeles","CA","90045-2659","0.5016","660","28","0.7229129663","0.0022","0.0533",NA,"0.0431","0.0095",NA,"0.0044",NA,"0.7516","74000","58100","62000","NULL",1
"421",421,"Marymount California University","Rancho Palos Verdes","CA","90275-6299","NULL","NULL","NULL","0.3454545455",NA,NA,NA,NA,NA,NA,NA,NA,"0.366","39700","37800","39900","NULL",1
"423",423,"Menlo College","Atherton","CA","94027-4301","0.9219","565","26","0.3857142857",NA,NA,NA,NA,NA,NA,NA,NA,"0.3602","42600","71500","55300","NULL",1
"426",426,"Mills College","Oakland","CA","94613","0.6265","610","NULL","0.6357827476","0.0182",NA,NA,"0.0509","0.0218",NA,"0.0109",NA,"0.6313","42200","51800","47300","NULL",1
"434",434,"Middlebury Institute of International Studies at Monterey","Monterey","CA","93940","NULL","NULL","NULL","0.7610294118",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","61500","66000","80800","NULL",1
"438",438,"Mount Saint Mary's University","Los Angeles","CA","90049-1599","0.6006","520","NULL","0.6211382114",NA,NA,NA,"0.0345","0.0035",NA,"0.0017",NA,"0.5739","49900","58100","65500","NULL",1
"441",441,"Musicians Institute","Hollywood","CA","90028","0.9632","NULL","NULL","0.4569444444",NA,NA,NA,NA,NA,NA,NA,NA,"0.5334","30100","35600","34000","NULL",1
"450",450,"The National Hispanic University","San Jose","CA","95127-3823","NULL","NULL","NULL","0.1517241379",NA,NA,NA,NA,NA,NA,NA,NA,"0.3281","39000","PrivacySuppressed","PrivacySuppressed","NULL",1
"452",452,"National University","La Jolla","CA","92037-1011","NULL","NULL","NULL","0.3852530541","0.0561","0.007","0.0019",NA,"0.0013",NA,NA,NA,"0.5263","47800","57100","67000","NULL",1
"453",453,"Newschool of Architecture and Design","San Diego","CA","92101","0.4938","NULL","NULL","0.2416666667",NA,NA,NA,NA,NA,NA,NA,NA,"0.3158","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"459",459,"Notre Dame de Namur University","Belmont","CA","94002-1908","0.7478","530","24","0.4209039548","0.0156",NA,NA,"0.1328",NA,NA,NA,NA,"0.4701","43900","60600","55600","NULL",1
"460",460,"Occidental College","Los Angeles","CA","90041-3392","0.3932","700","32","0.8422939068",NA,NA,NA,"0.1186","0.0201",NA,"0.0336",NA,"0.8428","53600","54100","55600","NULL",1
"464",464,"Otis College of Art and Design","Los Angeles","CA","90045-3505","0.5492","600","NULL","0.5821428571",NA,NA,NA,NA,NA,NA,NA,NA,"0.5313","47900","49400","57700","NULL",1
"466",466,"Hope International University","Fullerton","CA","92831-3199","0.5187","537","23","0.2285714286",NA,NA,NA,NA,NA,NA,NA,NA,"0.3976","34900","40600","45900","NULL",1
"468",468,"Palo Alto University","Palo Alto","CA","94304-1337","NULL","NULL","NULL","0.7058823529",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"469",469,"Pacific Lutheran Theological Seminary","Berkeley","CA","94708-1597","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"470",470,"Pacific Oaks College","Pasadena","CA","91103","NULL","NULL","NULL","0.775862069",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"471",471,"Pacific School of Religion","Berkeley","CA","94709","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"472",472,"Pacific States University","Los Angeles","CA","90010","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.7143","NULL","NULL","NULL","NULL",1
"473",473,"Pacific Union College","Angwin","CA","94508-9707","0.4727","580","25","0.3597883598","0.0033",NA,NA,"0.0984","0.0066",NA,NA,NA,"0.4331","48700","53300","58000","NULL",1
"474",474,"University of the Pacific","Stockton","CA","95211-0197","0.3778","690","31","0.6166281755","0.0154","0.0575","0.0182","0.136","0.0154",NA,"0.014",NA,"0.5794","89900","76500","72100","NULL",1
"479",479,"Pepperdine University","Malibu","CA","90263","0.3845","680","NULL","0.7975830816","0.0011",NA,NA,"0.0248","0.0097",NA,"0.0086",NA,"0.8094","74100","69400","71000","NULL",1
"480",480,"Pitzer College","Claremont","CA","91711-6101","0.1608","670","NULL","0.7957746479",NA,NA,NA,"0.0688",NA,NA,"0.0109",NA,"0.8667","PrivacySuppressed","PrivacySuppressed","47700","NULL",1
"481",481,"Platt College-San Diego","San Diego","CA","92115-3919","NULL","NULL","NULL","0.7424242424","0.0267",NA,NA,NA,NA,NA,NA,NA,"0.6538","36600","PrivacySuppressed","PrivacySuppressed","NULL",1
"482",482,"Point Loma Nazarene University","San Diego","CA","92106-2899","0.5594","630","27","0.6517412935","0.0055","0.0129",NA,"0.0699","0.0129",NA,"0.0129",NA,"0.7505","48200","49200","55200","NULL",1
"483",483,"Pomona College","Claremont","CA","91711-6319","0.1296","760","34","0.7697841727","0.0138",NA,NA,"0.1436","0.0663",NA,"0.0912",NA,"0.9577","PrivacySuppressed","PrivacySuppressed","75800","NULL",1
"485",485,"Westwood College-South Bay","Torrance","CA","90502","0.6238","NULL","NULL","0.2481927711","0.049",NA,"0.0559",NA,NA,NA,NA,NA,"0.5926","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"488",488,"Pardee RAND Graduate School","Santa Monica","CA","90407-2138","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"490",490,"University of Redlands","Redlands","CA","92373-0999","0.6482","620","NULL","0.4661746617","0.0081",NA,NA,"0.0465","0.0116",NA,"0.0093",NA,"0.7185","50100","56300","58800","NULL",1
"496",496,"Argosy University-San Francisco Bay Area","Alameda","CA","94501","NULL","NULL","NULL","0.1547148504",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","40500","41300","42800","NULL",1
"498",498,"Dongguk University-Los Angeles","Los Angeles","CA","90020-1704","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"501",501,"Samuel Merritt University","Oakland","CA","94609","NULL","NULL","NULL","0.4921135647",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","116100","112300","107400","NULL",1
"506",506,"San Diego State University","San Diego","CA","92182","0.3288","610","27","0.5051059002","0.0094","0.0486","0.0033","0.0323","0.0096",NA,"0.0112",NA,"0.6603","49000","52100","56300","NULL",1
"507",507,"University of San Diego","San Diego","CA","92110-2492","0.4259","670","30","0.7585199611","0.0038","0.0388",NA,"0.057","0.0084",NA,"0.0114",NA,"0.7579","68600","67000","64600","NULL",1
"508",508,"San Francisco Art Institute","San Francisco","CA","94133-2299","0.6282","550","24","0.4693877551",NA,NA,NA,NA,NA,NA,NA,NA,"0.3182","32500","PrivacySuppressed","PrivacySuppressed","NULL",1
"509",509,"San Francisco Conservatory of Music","San Francisco","CA","94102-6011","0.4747","NULL","NULL","0.4358974359",NA,NA,NA,NA,NA,NA,NA,NA,"0.6923","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"510",510,"San Francisco State University","San Francisco","CA","94132","0.6502","560","25","0.3950617284","0.0052","0.0182","0.0007","0.0507","0.005",NA,"0.0059",NA,"0.4726","50300","53500","53500","NULL",1
"511",511,"San Francisco Theological Seminary","San Anselmo","CA","94960-0000","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"512",512,"University of San Francisco","San Francisco","CA","94117-1080","0.6916","630","27","0.283557047","0.0243",NA,NA,"0.0379","0.0064",NA,"0.0107",NA,"0.6738","63900","67300","75700","NULL",1
"513",513,"San Joaquin College of Law","Clovis","CA","93612-1312","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"517",517,"William Jessup University","Rocklin","CA","95765-3707","0.6352","570","25","0.4529411765",NA,NA,NA,NA,NA,NA,NA,NA,"0.3878","PrivacySuppressed","PrivacySuppressed","45300","NULL",1
"519",519,"San Jose State University","San Jose","CA","95192-0001","0.7514","580","25","0.3694349315","0.0173","0.0784","0.0055","0.0226","0.0051",NA,"0.0114",NA,"0.4692","59700","60900","60400","NULL",1
"521",521,"Santa Barbara Business College-Bakersfield","Bakersfield","CA","93309","NULL","NULL","NULL","0.4248466258","0.021",NA,NA,NA,NA,NA,NA,NA,"0.6466","23800","PrivacySuppressed","PrivacySuppressed","NULL",1
