"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"263",263,"Sofia University","Palo Alto","CA","94303","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"265",265,"California Christian College","Fresno","CA","93727","0.9231","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.3333","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"266",266,"California College-San Diego","San Diego","CA","92108-3824","NULL","NULL","NULL","0.4018404908","0.0372",NA,NA,NA,NA,NA,NA,NA,"0.5291","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","65000",1
"269",269,"California Institute of the Arts","Valencia","CA","91355-2397","0.2692","NULL","NULL","0.7658730159",NA,NA,NA,NA,NA,NA,NA,NA,"0.6522","50600","53000","52500","66500",1
"270",270,"The California Maritime Academy","Vallejo","CA","94590","0.6907","600","26","0.5664739884",NA,"0.1234","0.1234",NA,NA,NA,NA,NA,"0.6233","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","122900",1
"271",271,"California Western School of Law","San Diego","CA","92101-3046","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","134800",1
"287",287,"Chapman University","Orange","CA","92866","0.4485","660","28","0.4515212982","0.0035",NA,NA,"0.0201","0.0061",NA,"0.0017",NA,"0.7188","47900","52500","56900","76500",1
"288",288,"Charles R Drew University of Medicine and Science","Los Angeles","CA","90059","NULL","NULL","NULL","0.7674418605",NA,NA,NA,NA,NA,NA,NA,NA,"0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","123100",1
"289",289,"Concordia University-Irvine","Irvine","CA","92612-3203","0.7597","570","25","0.4696132597","0.0028",NA,NA,"0.0304","0.0028",NA,"0.0055",NA,"0.5055","43900","48300","45600","67600",1
"290",290,"San Diego Christian College","Santee","CA","92071","0.3946","540","23","0.4256756757",NA,NA,NA,"0.0364",NA,NA,NA,NA,"0.3077","37300","38100","38500","52300",1
"291",291,"Church Divinity School of the Pacific","Berkeley","CA","94709-1211","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"294",294,"Claremont Graduate University","Claremont","CA","91711-6160","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"295",295,"Claremont McKenna College","Claremont","CA","91711-6400","0.1412","760","34","0.7272727273","0.0068",NA,"0.0068","0.0753","0.024",NA,"0.0103",NA,"0.9114","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","94400",1
"299",299,"Cogswell College","San Jose","CA","95134","0.5411","630","26","0.3636363636",NA,"0.0851",NA,NA,NA,NA,NA,NA,"0.4286","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"300",300,"Coleman University","San Diego","CA","92123-1506","1","NULL","NULL","0.674796748","0.9978",NA,NA,"0.0022",NA,NA,NA,NA,"0.6571","47800","54900","58000","76400",1
"302",302,"Western University of Health Sciences","Pomona","CA","91766-1854","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"304",304,"Columbia College-Hollywood","Tarzana","CA","91356-1411","0.6364","NULL","NULL","0.5092592593",NA,NA,NA,NA,NA,NA,NA,NA,"0.3182","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","62800",1
"317",317,"Dell'Arte International School of Physical Theatre","Blue Lake","CA","95525-0816","0.7778","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"319",319,"Design Institute of San Diego","San Diego","CA","92121","NULL","NULL","NULL","0.3",NA,NA,NA,NA,NA,NA,NA,NA,"0.6154","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","59100",1
"320",320,"DeVry University-California","Pomona","CA","91768-2642","0.9105","NULL","NULL","0.126394998","0.1916","0.0701","0.1208",NA,NA,NA,NA,NA,"0.3158","43900","52000","60200","73100",1
"322",322,"Dominican University of California","San Rafael","CA","94901-2298","0.5373","590","NULL","0.4987341772",NA,NA,NA,"0.0984",NA,NA,NA,NA,"0.5551","55200","56700","65000","103400",1
"323",323,"Dominican School of Philosophy & Theology","Berkeley","CA","94708-1816","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"332",332,"Emperor's College of Traditional Oriental Medicine","Santa Monica","CA","90403","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"335",335,"Fashion Institute of Design & Merchandising-Los Angeles","Los Angeles","CA","90015-1421","0.6325","NULL","NULL","0.6048951049",NA,NA,NA,NA,NA,NA,NA,NA,"0.5435","38100","40900","40700","61500",1
"337",337,"Fashion Institute of Design & Merchandising-San Francisco","San Francisco","CA","94108-5805","0.7545","NULL","NULL","0.6048951049",NA,NA,NA,NA,NA,NA,NA,NA,"0.5323","38100","40900","40700","61500",1
"341",341,"Fielding Graduate University","Santa Barbara","CA","93105-3538","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"342",342,"Five Branches University","Santa Cruz","CA","95062","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"345",345,"Franciscan School of Theology","Oceanside","CA","92057","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"348",348,"Fresno Pacific University","Fresno","CA","93702-4709","0.4455","560","25","0.4515625",NA,NA,NA,"0.0135","0.0081",NA,"0.004",NA,"0.5708","36100","44600","44600","58700",1
"349",349,"Fuller Theological Seminary in California","Pasadena","CA","91182","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"356",356,"Golden Gate University-San Francisco","San Francisco","CA","94105-2968","NULL","NULL","NULL","0.4437086093","0.0993",NA,NA,NA,NA,NA,NA,NA,"NULL","78100","71400","89900","127100",1
"358",358,"Graduate Theological Union","Berkeley","CA","94709","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"362",362,"Harvey Mudd College","Claremont","CA","91711","0.2099","800","35","0.8039215686","0.1215","0.4309",NA,"0.0884","0.1215",NA,"0.1878",NA,"0.841","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","115800",1
"369",369,"Holy Names University","Oakland","CA","94619-1699","0.6398","500","NULL","0.2201834862",NA,NA,NA,"0.0194",NA,NA,NA,NA,"0.3924","50800","48400","71500","84600",1
"370",370,"Pacifica Graduate Institute","Carpinteria","CA","93013","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed",1
"371",371,"Humboldt State University","Arcata","CA","95521-8299","0.8274","570","24","0.3473124631","0.0134","0.0236",NA,"0.0874","0.0134",NA,"0.0378",NA,"0.3973","38700","39600","41600","54700",1
"372",372,"Humphreys College-Stockton and Modesto Campuses","Stockton","CA","95207-3896","NULL","NULL","NULL","0.2222222222",NA,NA,NA,NA,NA,NA,NA,NA,"0.8395","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","52600",1
"375",375,"LA College International","Los Angeles","CA","90010-1308","NULL","NULL","NULL","0.2012987013",NA,NA,NA,NA,NA,NA,NA,NA,"0.4444","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","45500",1
"376",376,"Interior Designers Institute","Newport Beach","CA","92660","NULL","NULL","NULL","0.5",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"379",379,"ITT Technical Institute-National City","National City","CA","91950","0.8151","NULL","NULL","0.3430191354","0.318",NA,"0.3479",NA,NA,NA,NA,NA,"0.2363","38100","45300","46100","64300",1
"380",380,"ITT Technical Institute-San Dimas","San Dimas","CA","91773","0.7907","NULL","NULL","0.3430191354","0.2246",NA,"0.2877",NA,NA,NA,NA,NA,"0.3727","38100","45300","46100","64300",1
"381",381,"ITT Technical Institute-Orange","Orange","CA","92868","0.8087","NULL","NULL","0.3430191354","0.254",NA,"0.3492",NA,NA,NA,NA,NA,"0.4598","38100","45300","46100","64300",1
"383",383,"John F. Kennedy University","Pleasant Hill","CA","94523-4817","NULL","NULL","NULL","0.36",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"384",384,"American Jewish University","Los Angeles","CA","90077-1519","0.9487","578","23","0.52",NA,NA,NA,"0.1071",NA,NA,NA,NA,"0.4375","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"386",386,"Life Pacific College","San Dimas","CA","91773-3298","0.9559","500","19","0.3363636364",NA,NA,NA,NA,NA,NA,NA,NA,"0.4219","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","46600",1
"387",387,"Argosy University-The Art Institute of California-San Diego","San Diego","CA","92108-4423","0.4386","NULL","NULL","0.1853752405","0.1444",NA,NA,NA,NA,NA,NA,NA,"0.508","39700","42200","44600","65300",1
"388",388,"University of La Verne","La Verne","CA","91750-4401","0.5926","560","24","0.2929042904","0.0053",NA,NA,"0.0075","0.0011",NA,"0.0032",NA,"0.5793","48000","57700","63000","70700",1
"389",389,"Laguna College of Art and Design","Laguna Beach","CA","92651","0.3947","NULL","NULL","0.4912280702",NA,NA,NA,NA,NA,NA,NA,NA,"0.5581","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","56500",1
"394",394,"Life Chiropractic College West","Hayward","CA","94545-2800","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"395",395,"Lincoln University","Oakland","CA","94612-2801","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"1","NULL","NULL","NULL","PrivacySuppressed",1
"396",396,"Southern California Seminary","El Cajon","CA","92019-1108","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.3333","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"397",397,"La Sierra University","Riverside","CA","92515-8247","0.4654","520","22","0.3341288783","0.0058",NA,NA,"0.2442",NA,NA,"0.0058",NA,"0.4456","46600","49500","47700","74100",1
"398",398,"Loma Linda University","Loma Linda","CA","92350","NULL","NULL","NULL","0.7523364486",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","86800","76500","73400","109400",1
"400",400,"Southern California University of Health Sciences","Whittier","CA","90604","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"406",406,"The Master's College and Seminary","Santa Clarita","CA","91321-1200","0.6946","610","26","0.4947368421","0.0087",NA,NA,"0.0699","0.0131",NA,NA,NA,"0.6505","45200","47000","48400","65400",1
"411",411,"Argosy University-The Art Institute of California-San Francisco","San Francisco","CA","94102-4908","0.4169","NULL","NULL","0.1853752405","0.2532",NA,NA,NA,NA,NA,NA,NA,"0.3362","39700","42200","44600","65300",1
"412",412,"Loyola Marymount University","Los Angeles","CA","90045-2659","0.5344","650","28","0.7321100917","0.003","0.0304",NA,"0.067","0.0061",NA,"0.0053",NA,"0.7696","74400","59100","60700","85000",1
"425",425,"Marymount California University","Rancho Palos Verdes","CA","90275-6299","0.4467","NULL","NULL","0.1620111732",NA,NA,NA,NA,NA,NA,NA,NA,"0.3","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47900",1
"427",427,"Menlo College","Atherton","CA","94027-4301","0.379","550","25","0.3229813665",NA,NA,NA,NA,NA,NA,NA,NA,"0.3425","51100","69500","70300","72300",1
"430",430,"Mills College","Oakland","CA","94613","0.5704","620","NULL","0.582278481",NA,NA,NA,"0.0598","0.0214",NA,"0.0128",NA,"0.57","42600","60800","37700","67000",1
"438",438,"Middlebury Institute of International Studies at Monterey","Monterey","CA","93940","NULL","NULL","NULL","0.8407960199",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","52700","78500","91400","89700",1
"442",442,"Mount Saint Mary's University","Los Angeles","CA","90049-1599","0.6807","530","NULL","0.581239531",NA,NA,NA,"0.0344","0.0036",NA,"0.0018",NA,"0.4758","49900","58700","63900","99700",1
"445",445,"Musicians Institute","Hollywood","CA","90028","0.987","609","23","0.5462794918",NA,NA,NA,NA,NA,NA,NA,NA,"0.4675","27300","33900","37400","52600",1
"454",454,"The National Hispanic University","San Jose","CA","95127-3823","0.9861","NULL","NULL","0.0943396226",NA,NA,NA,NA,NA,NA,NA,NA,"0.1818","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","62700",1
"456",456,"National University","La Jolla","CA","92037-1011","NULL","NULL","NULL","0.4312977099","0.0634","0.0063","0.0039",NA,"0.0039",NA,NA,NA,"0.5733","47500","56500","63900","82000",1
"457",457,"Newschool of Architecture and Design","San Diego","CA","92101","0.9","NULL","NULL","0.1196581197",NA,NA,NA,NA,NA,NA,NA,NA,"0.7273","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","59000",1
"463",463,"Notre Dame de Namur University","Belmont","CA","94002-1908","0.7099","530","23","0.3510204082","0.0153",NA,NA,"0.0867",NA,NA,NA,NA,"0.5139","49200","54800","61300","82000",1
"464",464,"Occidental College","Los Angeles","CA","90041-3392","0.3871","690","NULL","0.7896678967",NA,NA,NA,"0.0757","0.0267",NA,"0.0423",NA,"0.8349","52800","58900","53700","64400",1
"468",468,"Otis College of Art and Design","Los Angeles","CA","90045-3505","0.511","600","NULL","0.5153846154",NA,NA,NA,NA,NA,NA,NA,NA,"0.5205","45400","50700","54600","68400",1
"470",470,"Hope International University","Fullerton","CA","92831-3199","0.5217","558","23","0.2355371901",NA,NA,NA,NA,NA,NA,NA,NA,"0.3277","38000","38400","42500","64600",1
"472",472,"Palo Alto University","Palo Alto","CA","94304-1337","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","PrivacySuppressed",1
"473",473,"Pacific Lutheran Theological Seminary","Berkeley","CA","94708-1597","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"474",474,"Pacific Oaks College","Pasadena","CA","91103","NULL","NULL","NULL","0.7169811321",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","56600",1
"475",475,"Pacific School of Religion","Berkeley","CA","94709","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"476",476,"Pacific States University","Los Angeles","CA","90010","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.6667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"477",477,"Pacific Union College","Angwin","CA","94508-9707","0.4683","590","25","0.3151364764","0.0135",NA,NA,"0.0976",NA,NA,"0.0101",NA,"0.492","45200","55000","59900","93900",1
"478",478,"University of the Pacific","Stockton","CA","95211-0197","0.3584","688","30","0.6540948276","0.0193","0.0805","0.0129","0.1385","0.0113",NA,"0.0081",NA,"0.6023","87800","75200","70700","146200",1
"484",484,"Patten University","Oakland","CA","94601","NULL","NULL","NULL","0.2077922078",NA,NA,NA,NA,NA,NA,NA,NA,"0.1923","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","52200",1
"485",485,"Pepperdine University","Malibu","CA","90263","0.3156","680","NULL","0.7421052632",NA,NA,NA,"0.0161","0.0112",NA,"0.0087",NA,"0.8127","79200","68200","74600","112300",1
"486",486,"Pitzer College","Claremont","CA","91711-6101","0.2413","679","NULL","0.7704918033","0.0041",NA,NA,"0.0574","0.0164",NA,"0.0082",NA,"0.8058","PrivacySuppressed","53700","48900","60600",1
"487",487,"Platt College-San Diego","San Diego","CA","92115-3919","NULL","NULL","NULL","0.6880733945","0.0545",NA,NA,NA,NA,NA,NA,NA,"0.7391","37100","33600","PrivacySuppressed","64900",1
"488",488,"Point Loma Nazarene University","San Diego","CA","92106-2899","0.5241","630","NULL","0.6054216867","0.015","0.0019",NA,"0.0469","0.0075",NA,"0.0113",NA,"0.7242","53100","52300","52000","75400",1
"489",489,"Pomona College","Claremont","CA","91711-6319","0.1403","770","35","0.8333333333","0.0178",NA,NA,"0.1574","0.0406",NA,"0.0711",NA,"0.9529","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","81100",1
"491",491,"Westwood College-South Bay","Torrance","CA","90502","0.5309","NULL","NULL","0.2603550296","0.1066",NA,"0.0246",NA,NA,NA,NA,NA,"0.3425","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","55800",1
"494",494,"Pardee RAND Graduate School","Santa Monica","CA","90407-2138","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"496",496,"University of Redlands","Redlands","CA","92373-0999","0.6655","620","NULL","0.48441247","0.0067",NA,NA,"0.0284","0.0167",NA,"0.015",NA,"0.6997","49400","57800","60300","71700",1
"503",503,"Argosy University-San Francisco Bay Area","Alameda","CA","94501","NULL","NULL","NULL","0.1853752405",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","39700","42200","44600","65300",1
"505",505,"Dongguk University-Los Angeles","Los Angeles","CA","90020-1704","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"508",508,"Samuel Merritt University","Oakland","CA","94609","NULL","NULL","NULL","0.6765799257",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","134300",1
"513",513,"San Diego State University","San Diego","CA","92182","0.2999","610","27","0.5214249706","0.0051","0.0402","0.0038","0.0306","0.0102",NA,"0.0087",NA,"0.6557","50300","52200","56700","70000",1
"514",514,"University of San Diego","San Diego","CA","92110-2492","0.4752","670","28","0.7564935065","0.0025","0.0396",NA,"0.0657","0.0034",NA,"0.0076",NA,"0.7489","70300","63400","61400","86300",1
"515",515,"San Francisco Art Institute","San Francisco","CA","94133-2299","0.5711","560","24","0.4695652174",NA,NA,NA,NA,NA,NA,NA,NA,"0.4545","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","54400",1
