"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"5324",5324,"Argosy University-Washington DC","Arlington","VA","22209","NULL","NULL","NULL","0.2256376717",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5326",5326,"University of Phoenix-Sacramento Valley Campus","Sacramento","CA","95833-4334","NULL","NULL","NULL","0.2271964424","0.0587",NA,NA,NA,NA,NA,NA,NA,"0.1274","NULL","NULL","NULL","NULL",1
"5327",5327,"Baker College Corporate Services","Clinton Township","MI","48035","NULL","NULL","NULL","0.1347677546",NA,NA,"0.2192",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5333",5333,"Everest University-Melbourne","Melbourne","FL","32935","0.7795","NULL","NULL","0.2128504093","0.0206",NA,NA,NA,NA,NA,NA,NA,"0.7241","NULL","NULL","NULL","NULL",1
"5335",5335,"University of Phoenix-Hawaii","Honolulu","HI","96813-3800","NULL","NULL","NULL","0.2271964424","0.1563",NA,NA,NA,NA,NA,NA,NA,"0.1375","NULL","NULL","NULL","NULL",1
"5340",5340,"Southwest College of Naturopathic Medicine & Health Sciences","Tempe","AZ","85282","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5342",5342,"Virginia College-Birmingham","Birmingham","AL","35209","NULL","NULL","NULL","0.3519594975","0.0458",NA,"0.0135",NA,NA,NA,NA,NA,"0.2481","NULL","NULL","NULL","NULL",1
"5343",5343,"Virginia College-Huntsville","Huntsville","AL","35801","0.9","NULL","NULL","0.3519594975","0.1963",NA,NA,NA,NA,NA,NA,NA,"0.4091","NULL","NULL","NULL","NULL",1
"5344",5344,"Yeshiva D'monsey Rabbinical College","Monsey","NY","10952","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0645","NULL","NULL","NULL","NULL",1
"5346",5346,"The College of Saint Thomas More","Fort Worth","TX","76109","0.75","675","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.8","NULL","NULL","NULL","NULL",1
"5359",5359,"Bakke Graduate University","Dallas","TX","75243-7039","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5361",5361,"Argosy University-Schaumburg","Schaumburg","IL","60173-5403","NULL","NULL","NULL","0.2256376717",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5363",5363,"University of Phoenix-Louisiana Campus","Metairie","LA","70001-2082","NULL","NULL","NULL","0.2271964424","0.0689",NA,NA,NA,NA,NA,NA,NA,"0.1401","NULL","NULL","NULL","NULL",1
"5364",5364,"University of Phoenix-Metro Detroit Campus","Troy","MI","48098-2623","NULL","NULL","NULL","0.2271964424","0.0839",NA,NA,NA,NA,NA,NA,NA,"0.1037","NULL","NULL","NULL","NULL",1
"5374",5374,"Living Arts College","Raleigh","NC","27614-7076","NULL","NULL","NULL","0.4391534392","0.2011",NA,NA,NA,NA,NA,NA,NA,"0.5877","NULL","NULL","NULL","NULL",1
"5387",5387,"Midwestern University-Glendale","Glendale","AZ","85308","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,"1",NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5389",5389,"Harrison College-Evansville","Evansville","IN","47715-4601","0.5714","NULL","NULL","0.3581936367",NA,NA,NA,NA,NA,NA,NA,NA,"0.3721","NULL","NULL","NULL","NULL",1
"5397",5397,"Embry-Riddle Aeronautical University-Worldwide","Daytona Beach","FL","32114-3900","0.7593","NULL","NULL","0.4107579462",NA,NA,NA,NA,NA,NA,NA,NA,"0.4063","NULL","NULL","NULL","NULL",1
"5401",5401,"ITT Technical Institute-Webster","Webster","TX","77598","0.3978","NULL","NULL","0.3123644252","0.31",NA,"0.69",NA,NA,NA,NA,NA,"0.4035","NULL","NULL","NULL","NULL",1
"5415",5415,"Ottawa University-Milwaukee","Brookfield","WI","53005","NULL","NULL","NULL","0.2331288344","0.0299",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5416",5416,"Argosy University-Tampa","Tampa","FL","33607","NULL","NULL","NULL","0.2256376717",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5417",5417,"The Illinois Institute of Art-Schaumburg","Schaumburg","IL","60173-4913","0.437","NULL","NULL","0.3694158076","0.0707",NA,NA,NA,NA,NA,NA,NA,"0.5449","NULL","NULL","NULL","NULL",1
"5420",5420,"The Art Institute of Phoenix","Phoenix","AZ","85021-2859","0.4354","NULL","NULL","0.5509601182","0.1333",NA,NA,NA,NA,NA,NA,NA,"0.4355","NULL","NULL","NULL","NULL",1
"5421",5421,"American College of Acupuncture and Oriental Med","Houston","TX","77063-4104","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5422",5422,"AOMA Graduate School of Integrative Medicine","Austin","TX","78745","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5425",5425,"ITT Technical Institute-Henderson","Henderson","NV","89074","0.4324","NULL","NULL","0.3123644252","0.3598",NA,"0.3389",NA,NA,NA,NA,NA,"0.3256","NULL","NULL","NULL","NULL",1
"5427",5427,"Colorado Technical University-Greenwood Village","Aurora","CO","80014","NULL","NULL","NULL","0.2579252577","0.2214","0.0071",NA,NA,NA,NA,NA,NA,"0.1786","NULL","NULL","NULL","NULL",1
"5429",5429,"Trine University-South Bend Regional Campus","Mishawaka","IN","46545","0.3077","NULL","NULL","0.4555084746",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5434",5434,"Strayer University-Maryland","Suitland","MD","20746","NULL","NULL","NULL","0.1646419437","0.2481",NA,NA,NA,NA,NA,NA,NA,"0.0741","NULL","NULL","NULL","NULL",1
"5439",5439,"ITT Technical Institute-Hialeah","Hialeah","FL","33015","0.2894","NULL","NULL","0.3123644252","0.4433",NA,"0.2887",NA,NA,NA,NA,NA,"0.275","NULL","NULL","NULL","NULL",1
"5444",5444,"ITT Technical Institute-Norwood","Norwood","OH","45212","0.3403","NULL","NULL","0.3123644252","0.4372",NA,"0.2842",NA,NA,NA,NA,NA,"0.1594","NULL","NULL","NULL","NULL",1
"5445",5445,"ITT Technical Institute-Strongsville","Strongsville","OH","44136","0.3551","NULL","NULL","0.3123644252","0.5115",NA,"0.2586",NA,NA,NA,NA,NA,"0.2551","NULL","NULL","NULL","NULL",1
"5448",5448,"The Creative Center","Omaha","NE","68164","0.9167","NULL","NULL","0.7435897436",NA,NA,NA,NA,NA,NA,NA,NA,"0.6471","NULL","NULL","NULL","NULL",1
"5452",5452,"American College of Traditional Chinese Medicine","San Francisco","CA","94107","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5453",5453,"San Juan Bautista School of Medicine","Caguas","PR","00725-4968","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5454",5454,"Texas Health and Science University","Austin","TX","78704","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5456",5456,"New Hampshire Institute of Art","Manchester","NH","03104-4858","NULL","NULL","NULL","0.4695652174",NA,NA,NA,NA,NA,NA,NA,NA,"0.4474","NULL","NULL","NULL","NULL",1
"5475",5475,"The Colorado Center for Medical Laboratory Science","Denver","CO","80218-1281","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5481",5481,"Massachusetts General Hospital Dietetic Internship","Boston","MA","02114-2696","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5493",5493,"Yeshiva of the Telshe Alumni","Riverdale","NY","10471","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0","NULL","NULL","NULL","NULL",1
"5496",5496,"DeVry College of New York","New York","NY","10016","0.6479","NULL","NULL","0.0948866829","0.359",NA,"0.1795",NA,NA,NA,NA,NA,"0.23","NULL","NULL","NULL","NULL",1
"5497",5497,"DeVry University-Indiana","Indianapolis","IN","46240-2158","0.7364","NULL","NULL","PrivacySuppressed","0.1552",NA,NA,NA,NA,NA,NA,NA,"0","NULL","NULL","NULL","NULL",1
"5498",5498,"University of Phoenix-Washington","Tukwila","WA","98188-8553","NULL","NULL","NULL","0.2271964424","0.0818",NA,NA,NA,NA,NA,NA,NA,"0.1343","NULL","NULL","NULL","NULL",1
"5499",5499,"University of Phoenix-Central Florida Campus","Maitland","FL","32751-7001","NULL","NULL","NULL","0.2271964424","0.0482",NA,NA,NA,NA,NA,NA,NA,"0.133","NULL","NULL","NULL","NULL",1
"5500",5500,"University of Phoenix-Oregon","Tigard","OR","97223-8328","NULL","NULL","NULL","0.2271964424","0.059",NA,NA,NA,NA,NA,NA,NA,"0.1842","NULL","NULL","NULL","NULL",1
"5503",5503,"Appalachian School of Law","Grundy","VA","24614-2825","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5504",5504,"LIU Hudson at Westchester","Purchase","NY","10577","NULL","NULL","NULL","0.367397454","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5505",5505,"Platt College-Ontario","Ontario","CA","91764","NULL","NULL","NULL","0.6018099548",NA,NA,NA,NA,NA,NA,NA,NA,"0.594","NULL","NULL","NULL","NULL",1
"5507",5507,"Argosy University-The Art Institute of California-Los Angeles","Santa Monica","CA","90405-3035","0.2757","NULL","NULL","0.2942518248","0.2045",NA,NA,NA,NA,NA,NA,NA,"0.2487","NULL","NULL","NULL","NULL",1
"5508",5508,"American University of Health Sciences","Signal Hill","CA","90755-3612","NULL","NULL","NULL","0.6363636364",NA,NA,NA,NA,NA,NA,NA,NA,"0.8958","NULL","NULL","NULL","NULL",1
"5516",5516,"Lester E Cox Medical Center-School of Medical Technology","Springfield","MO","65807-5210","NULL","NULL","NULL","0.4594594595","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5517",5517,"Western Governors University","Salt Lake City","UT","84107","NULL","NULL","NULL","0.2482365708","0.1732",NA,NA,NA,NA,NA,NA,NA,"0.1636","NULL","NULL","NULL","NULL",1
"5520",5520,"Herzing University-Kenner","Kenner","LA","70062","0.7759","NULL","NULL","0.3382099828","0.1193",NA,"0.0826",NA,NA,NA,NA,NA,"0.2826","NULL","NULL","NULL","NULL",1
"5522",5522,"Florida Gulf Coast University","Fort Myers","FL","33965-6565","0.699","570","24","0.3293455313","0.0052","0.0197",NA,"0.0308","0.0052",NA,"0.0017",NA,"0.4653","NULL","NULL","NULL","NULL",1
"5525",5525,"National Labor College","Silver Spring","MD","20903-1706","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5526",5526,"ITT Technical Institute-Richardson","Richardson","TX","75080","0.3514","NULL","NULL","0.3123644252","0.3462",NA,"0.5495",NA,NA,NA,NA,NA,"0.3176","NULL","NULL","NULL","NULL",1
"5539",5539,"Michigan Jewish Institute","W Bloomfield","MI","48322-3032","0.6471","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.7222","NULL","NULL","NULL","NULL",1
"5541",5541,"Florida College of Integrative Medicine","Orlando","FL","32809-5721","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5546",5546,"City College-Miami","Miami","FL","33156","NULL","NULL","NULL","0.3924268503",NA,NA,NA,NA,NA,NA,NA,NA,"0.3111","NULL","NULL","NULL","NULL",1
"5547",5547,"ITT Technical Institute-Arnold","Arnold","MO","63010","0.4481","NULL","NULL","0.3123644252","0.4903",NA,"0.2741",NA,NA,NA,NA,NA,"0.2857","NULL","NULL","NULL","NULL",1
"5548",5548,"ITT Technical Institute-Oak Brook","Oak Brook","IL","60523","0.3478","NULL","NULL","0.3123644252","0.4667",NA,"0.5222",NA,NA,NA,NA,NA,"0.3824","NULL","NULL","NULL","NULL",1
"5554",5554,"Florida Coastal School of Law","Jacksonville","FL","32256","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5560",5560,"Yeshiva College of the Nations Capital","Silver  Spring","MD","20902","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5561",5561,"University of Phoenix-South Florida Campus","Plantation","FL","33324-1393","NULL","NULL","NULL","0.2271964424","0.0311",NA,NA,NA,NA,NA,NA,NA,"0.2116","NULL","NULL","NULL","NULL",1
"5562",5562,"University of Phoenix-North Florida Campus","Jacksonville","FL","32216-0959","NULL","NULL","NULL","0.2271964424","0.0588",NA,NA,NA,NA,NA,NA,NA,"0.1232","NULL","NULL","NULL","NULL",1
"5563",5563,"University of Phoenix-West Florida Campus","Temple Terrace","FL","33637-1920","NULL","NULL","NULL","0.2271964424","0.0859",NA,NA,NA,NA,NA,NA,NA,"0.1685","NULL","NULL","NULL","NULL",1
"5564",5564,"University of Phoenix-Maryland","Columbia","MD","21045-5423","NULL","NULL","NULL","0.2271964424","0.1978",NA,NA,NA,NA,NA,NA,NA,"0.0963","NULL","NULL","NULL","NULL",1
"5565",5565,"University of Phoenix-Oklahoma City Campus","Oklahoma City","OK","73116-8244","NULL","NULL","NULL","0.2271964424","0.1172",NA,NA,NA,NA,NA,NA,NA,"0.1141","NULL","NULL","NULL","NULL",1
"5566",5566,"University of Phoenix-Tulsa Campus","Tulsa","OK","74134-1412","NULL","NULL","NULL","0.2271964424","0.1057",NA,NA,NA,NA,NA,NA,NA,"0.1478","NULL","NULL","NULL","NULL",1
"5567",5567,"Louisiana State University Health Sciences Center-Shreveport","Shreveport","LA","71103","NULL","NULL","NULL","0.8461538462",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5570",5570,"Montessori Institute of Milwaukee","Milwaukee","WI","53207-3074","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5572",5572,"Argosy University-Phoenix","Phoenix","AZ","85021","NULL","NULL","NULL","0.2256376717",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5575",5575,"Vatterott College-Sunset Hills","Sunset Hills","MO","63127-1516","NULL","NULL","NULL","0.5213301982","0.1792",NA,"0.1039",NA,NA,NA,NA,NA,"0.7297","NULL","NULL","NULL","NULL",1
"5577",5577,"Southwest Acupuncture College-Boulder","Boulder","CO","80301","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5582",5582,"Argosy University-Orange County","Orange","CA","92868","NULL","NULL","NULL","0.2256376717",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5584",5584,"National American University-Bloomington","Bloomington","MN","55425-5550","NULL","NULL","NULL","0.1421239637","0.0811",NA,NA,NA,NA,NA,NA,NA,"0.1538","NULL","NULL","NULL","NULL",1
"5589",5589,"International Baptist College and Seminary","Chandler","AZ","85286","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.4545","NULL","NULL","NULL","NULL",1
"5596",5596,"University of Connecticut-Tri-Campus","Waterbury","CT","06702","0.6233","560","NULL","0.6137114537","0.0022","0.0699",NA,"0.0719","0.011",NA,"0.0121",NA,"0.4967","NULL","NULL","NULL","NULL",1
"5597",5597,"University of Connecticut-Avery Point","Groton","CT","06340-6097","0.6609","570","NULL","0.6137114537","0.0022","0.0699",NA,"0.0719","0.011",NA,"0.0121",NA,"0.452","NULL","NULL","NULL","NULL",1
"5598",5598,"University of Connecticut-Stamford","Stamford","CT","06901-2315","0.5287","570","NULL","0.6137114537","0.0022","0.0699",NA,"0.0719","0.011",NA,"0.0121",NA,"0.5497","NULL","NULL","NULL","NULL",1
"5600",5600,"ITT Technical Institute-Saint Rose","Saint Rose","LA","70087","0.4391","NULL","NULL","0.3123644252","0.4556",NA,"0.2833",NA,NA,NA,NA,NA,"0.2443","NULL","NULL","NULL","NULL",1
"5601",5601,"ITT Technical Institute-Richmond","Richmond","VA","23235-5139","0.3917","NULL","NULL","0.3123644252","0.3779",NA,"0.2903",NA,NA,NA,NA,NA,"0.3523","NULL","NULL","NULL","NULL",1
"5603",5603,"ITT Technical Institute-Lathrop","Lathrop","CA","95330","0.3792","NULL","NULL","0.3123644252","0.2727",NA,"0.4036",NA,NA,NA,NA,NA,"0.3853","NULL","NULL","NULL","NULL",1
"5605",5605,"Linfield College-School of Nursing","Portland","OR","97210-2932","NULL","NULL","NULL","0.6711409396",NA,NA,NA,NA,NA,NA,NA,NA,"0.6774","NULL","NULL","NULL","NULL",1
"5606",5606,"Linfield College-Online and Continuing Education","McMinnville","OR","97128-6894","NULL","NULL","NULL","0.6711409396",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5622",5622,"Westwood College-Anaheim","Anaheim","CA","92806","NULL","NULL","NULL","0.1528804815","0.2585",NA,"0.0195",NA,NA,NA,NA,NA,"0.4259","NULL","NULL","NULL","NULL",1
"5628",5628,"Stevens-Henager College","Murray","UT","84123-5671","NULL","NULL","NULL","0.4015904573","0.1045",NA,NA,NA,NA,NA,NA,NA,"0.6885","NULL","NULL","NULL","NULL",1
"5637",5637,"University of Phoenix-Southern Colorado Campus","Colorado Springs","CO","80919-2221","NULL","NULL","NULL","0.2271964424","0.0568",NA,NA,NA,NA,NA,NA,NA,"0.1667","NULL","NULL","NULL","NULL",1
"5638",5638,"University of Phoenix-West Michigan Campus","Grand Rapids","MI","49544-1683","NULL","NULL","NULL","0.2271964424","0.0467",NA,NA,NA,NA,NA,NA,NA,"0.0971","NULL","NULL","NULL","NULL",1
"5639",5639,"Stratford University","Fairfax","VA","22030","NULL","NULL","NULL","0.3446808511","0.2151",NA,"0.0108",NA,NA,NA,NA,NA,"0.4118","NULL","NULL","NULL","NULL",1
"5641",5641,"American InterContinental University-Atlanta","Atlanta","GA","30328","0.9581","NULL","NULL","0.3410359049","0.0514",NA,NA,NA,NA,NA,NA,NA,"0.1549","NULL","NULL","NULL","NULL",1
"5642",5642,"American InterContinental University-South Florida","Weston","FL","33326","0.4343","NULL","NULL","0.3410359049","0.0598",NA,NA,NA,NA,NA,NA,NA,"0.239","NULL","NULL","NULL","NULL",1
"5643",5643,"University of Phoenix-Philadelphia Campus","Wayne","PA","19087-2121","NULL","NULL","NULL","0.2271964424","0.0909",NA,NA,NA,NA,NA,NA,NA,"0.0538","NULL","NULL","NULL","NULL",1
"5644",5644,"University of Phoenix-Pittsburgh Campus","Pittsburgh","PA","15276-0119","NULL","NULL","NULL","0.2271964424","0.1667",NA,NA,NA,NA,NA,NA,NA,"0.1216","NULL","NULL","NULL","NULL",1
"5654",5654,"Everest University-Jacksonville","Jacksonville","FL","32256-1240","0.7962","NULL","NULL","0.3052228079",NA,NA,NA,NA,NA,NA,NA,NA,"0.2036","NULL","NULL","NULL","NULL",1
"5655",5655,"Harrison College-Fort Wayne","Fort Wayne","IN","46825-4911","0.6667","NULL","NULL","0.3581936367",NA,NA,NA,NA,NA,NA,NA,NA,"0.4634","NULL","NULL","NULL","NULL",1
"5657",5657,"Midwest College of Oriental Medicine-Chicago","Chicago","IL","60613-1429","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5659",5659,"Argosy University-Seattle","Seattle","WA","98121","NULL","NULL","NULL","0.2256376717",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5662",5662,"ITT Technical Institute-Wilmington","Wilmington","MA","01887","0.2766","NULL","NULL","0.3123644252","0.4253",NA,"0.5747",NA,NA,NA,NA,NA,"0.4138","NULL","NULL","NULL","NULL",1
"5664",5664,"DeVry University-Florida","Miramar","FL","33027-4150","0.6914","NULL","NULL","0.0948866829","0.1972","0.0489","0.0925",NA,NA,NA,NA,NA,"0.2163","NULL","NULL","NULL","NULL",1
"5666",5666,"University of Phoenix-St Louis Campus","Saint Louis","MO","63043-4828","NULL","NULL","NULL","0.2271964424","0.07",NA,NA,NA,NA,NA,NA,NA,"0.0629","NULL","NULL","NULL","NULL",1
"5667",5667,"Johnson & Wales University-Denver","Denver","CO","80220","0.7698","NULL","NULL","0.4304778304",NA,NA,NA,NA,NA,NA,NA,NA,"0.5393","NULL","NULL","NULL","NULL",1
"5668",5668,"University of Phoenix-Ohio","Beachwood","OH","44122-7343","NULL","NULL","NULL","0.2271964424","0.1209",NA,NA,NA,NA,NA,NA,NA,"0.0833","NULL","NULL","NULL","NULL",1
"5671",5671,"DeVry University-Maryland","Bethesda","MD","20814-3304","0.4706","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0","NULL","NULL","NULL","NULL",1
"5673",5673,"East West College of Natural Medicine","Sarasota","FL","34234-0000","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5676",5676,"Atlantic Institute of Oriental Medicine","Fort Lauderdale","FL","33301-3510","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5686",5686,"Crossroads Bible College","Indianapolis","IN","46219-4912","NULL","NULL","NULL","0.2571428571",NA,NA,NA,NA,NA,NA,NA,NA,"0.2222","NULL","NULL","NULL","NULL",1
"5692",5692,"The King's University","Southlake","TX","76092","0.7857","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0909","NULL","NULL","NULL","NULL",1
"5698",5698,"New York College of Traditional Chinese Medicine","Mineola","NY","11501","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5700",5700,"Northeastern Seminary","Rochester","NY","14624","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5703",5703,"Pacific Islands University","Mangilao","GU","96913","0.7273","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.9706","NULL","NULL","NULL","NULL",1
"5707",5707,"Seattle Institute of Oriental Medicine","Seattle","WA","98115-6467","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5709",5709,"Acupuncture and Massage College","Miami","FL","33176","1","NULL","NULL","0.6949152542",NA,NA,NA,NA,NA,NA,NA,NA,"0.7308","NULL","NULL","NULL","NULL",1
"5712",5712,"Upper Valley Educators Institute","Lebanon","NH","03766-1358","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5713",5713,"Keck Graduate Institute","Claremont","CA","91711","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5719",5719,"Westwood College-River Oaks","Calumet City","IL","60409","NULL","NULL","NULL","0.2795633717","0.1017",NA,NA,NA,NA,NA,NA,NA,"0.3442","NULL","NULL","NULL","NULL",1
"5720",5720,"ITT Technical Institute-Green Bay","Green Bay","WI","54313","0.4111","NULL","NULL","0.3123644252","0.4556",NA,"0.2419",NA,NA,NA,NA,NA,"0.2746","NULL","NULL","NULL","NULL",1
"5728",5728,"Everest College-Ontario Metro","Ontario","CA","91761","0.8539","NULL","NULL","0.3488975357",NA,NA,NA,NA,NA,NA,NA,NA,"0.4282","NULL","NULL","NULL","NULL",1
"5732",5732,"The Art Institute of Washington","Arlington","VA","22209-1802","0.4319","NULL","NULL","0.2732026144","0.211",NA,NA,NA,NA,NA,NA,NA,"0.2576","NULL","NULL","NULL","NULL",1
"5736",5736,"Marlboro College Graduate & Professional Studies","Brattleboro","VT","05301","NULL","NULL","NULL","0.5438596491",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5737",5737,"University of Phoenix-Massachusetts","Braintree","MA","02184-1744","NULL","NULL","NULL","0.2271964424","0.1132",NA,NA,NA,NA,NA,NA,NA,"0.0909","NULL","NULL","NULL","NULL",1
"5738",5738,"University of Phoenix-Dallas Campus","Dallas","TX","75251-2004","NULL","NULL","NULL","0.2271964424","0.0111",NA,NA,NA,NA,NA,NA,NA,"0.0803","NULL","NULL","NULL","NULL",1
"5739",5739,"University of Phoenix-Houston Campus","Houston","TX","77079-2004","NULL","NULL","NULL","0.2271964424","0.0051",NA,NA,NA,NA,NA,NA,NA,"0.1901","NULL","NULL","NULL","NULL",1
"5740",5740,"University of Phoenix-Wisconsin","Milwaukee","WI","53224-3606","NULL","NULL","NULL","0.2271964424","0.1163",NA,NA,NA,NA,NA,NA,NA,"0.0963","NULL","NULL","NULL","NULL",1
"5741",5741,"University of Phoenix-Idaho","Meridian","ID","83642-5114","NULL","NULL","NULL","0.2271964424","0.1848",NA,NA,NA,NA,NA,NA,NA,"0.1494","NULL","NULL","NULL","NULL",1
"5742",5742,"Westwood College-Inland Empire","Upland","CA","91786-7148","NULL","NULL","NULL","0.1528804815","0.2123",NA,"0.0566",NA,NA,NA,NA,NA,"0.3401","NULL","NULL","NULL","NULL",1
"5743",5743,"DeVry University-Virginia","Arlington","VA","22202-3843","0.6587","NULL","NULL","0.0948866829","0.2097","0.1532","0.1129",NA,NA,NA,NA,NA,"0.0625","NULL","NULL","NULL","NULL",1
"5744",5744,"DeVry University-Washington","Federal Way","WA","98001-9558","0.5261","NULL","NULL","0.0948866829","0.3217","0.1608","0.0979",NA,NA,NA,NA,NA,"0.2756","NULL","NULL","NULL","NULL",1
"5745",5745,"DeVry University-Colorado","Westminster","CO","80234-2010","0.7835","NULL","NULL","0.0948866829","0.2","0.0048","0.0905",NA,NA,NA,NA,NA,"0.3623","NULL","NULL","NULL","NULL",1
"5748",5748,"Atenas College","Manati","PR","00674","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.6957","NULL","NULL","NULL","NULL",1
