"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"7342","National American University-Indianapolis","Indianapolis","IN","46268-3167","NULL","NULL","NULL","0.1292970754","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"7343","National American University-Tigard","Tigard","OR","97223-8304","NULL","NULL","NULL","0.1292970754","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"7344","The Art Institute of St Louis","St Charles","MO","63303","NULL","NULL","NULL","0.3725579628","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"7345","DeVry College of New York","New York","NY","10016","0.7581","NULL","NULL","0.1404753623","0.4136","0","0.1571","0","0","0","0","0","0.2155","NULL","NULL","NULL","NULL",1
"7346","DeVry University-Arizona","Phoenix","AZ","85021","0.8834","NULL","NULL","0.1404753623","0.2587","0.0631","0.1893","0","0","0","0","0","0.2675","NULL","NULL","NULL","NULL",1
"7347","DeVry University-California","Pomona","CA","91768","0.8381","NULL","NULL","0.1404753623","0.2167","0.0456","0.1016","0","0","0","0","0","0.3367","NULL","NULL","NULL","NULL",1
"7348","DeVry University-Colorado","Westminster","CO","80234","0.7419","NULL","NULL","0.1404753623","0.2675","0.0041","0.0617","0","0","0","0","0","0.3654","NULL","NULL","NULL","NULL",1
"7349","DeVry University-Florida","Miramar","FL","33027","0.7336","NULL","NULL","0.1404753623","0.2803","0.0262","0.0852","0","0","0","0","0","0.3799","NULL","NULL","NULL","NULL",1
"7350","DeVry University-Georgia","Decatur","GA","30030","0.8064","NULL","NULL","0.1404753623","0.2471","0.0244","0.0632","0","0","0","0","0","0.2968","NULL","NULL","NULL","NULL",1
"7351","DeVry University-Illinois","Chicago","IL","60618","0.704","NULL","NULL","0.1404753623","0.2654","0","0.0697","0","0","0","0","0","0.2939","NULL","NULL","NULL","NULL",1
"7352","DeVry University-Indiana","Merrillville","IN","46410","0.7714","NULL","NULL","0.1404753623","0.2787","0","0","0","0","0","0","0","0.125","NULL","NULL","NULL","NULL",1
"7353","DeVry University-Kentucky","Louisville","KY","40223","0.5385","NULL","NULL","0.1404753623","0.2857","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"7354","DeVry University-Maryland","Bethesda","MD","20814","0.8235","NULL","NULL","0.1404753623","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL",1
"7355","DeVry University-Michigan","Southfield","MI","48076","0.6667","NULL","NULL","0.1404753623","0.2778","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"7356","DeVry University-Minnesota","Edina","MN","55435","0.7105","NULL","NULL","0.1404753623","0.3521","0.0141","0.0141","0","0","0","0","0","0.2857","NULL","NULL","NULL","NULL",1
"7357","DeVry University-Missouri","Kansas City","MO","64131","0.7826","NULL","NULL","0.1404753623","0.5041","0","0.0943","0","0","0","0","0","0.2877","NULL","NULL","NULL","NULL",1
"7358","DeVry University-Nevada","Henderson","NV","89074","0.8","NULL","NULL","0.1404753623","0.186","0","0.1395","0","0","0","0","0","0.6364","NULL","NULL","NULL","NULL",1
"7359","DeVry University-New Jersey","North Brunswick","NJ","08902","0.7978","NULL","NULL","0.1404753623","0.3922","0","0.1144","0","0","0","0","0","0.3979","NULL","NULL","NULL","NULL",1
"7360","DeVry University-North Carolina","Charlotte","NC","28273","0.7246","NULL","NULL","0.1404753623","0.284","0","0.0123","0","0","0","0","0","0.0909","NULL","NULL","NULL","NULL",1
"7361","DeVry University-Ohio","Columbus","OH","43209","0.7807","NULL","NULL","0.1404753623","0.3433","0","0.0629","0","0","0","0","0","0.3933","NULL","NULL","NULL","NULL",1
"7362","DeVry University-Oklahoma","Oklahoma City","OK","73116","0.7931","NULL","NULL","0.1404753623","0.1739","0","0","0","0","0","0","0","0.5","NULL","NULL","NULL","NULL",1
"7363","DeVry University-Oregon","Portland","OR","97225","0.5","NULL","NULL","0.1404753623","0.3056","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL",1
"7364","DeVry University-Pennsylvania","Fort Washington","PA","19034","0.8091","NULL","NULL","0.1404753623","0.2467","0.06","0.06","0","0","0","0","0","0.237","NULL","NULL","NULL","NULL",1
"7365","DeVry University-Tennessee","Nashville","TN","37211","0.6667","NULL","NULL","0.1404753623","0.3333","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL",1
"7366","DeVry University-Texas","Irving","TX","75063","0.8329","NULL","NULL","0.1404753623","0.2","0.0273","0.0833","0","0","0","0","0","0.2919","NULL","NULL","NULL","NULL",1
"7367","DeVry University-Utah","Sandy","UT","84070","0.75","NULL","NULL","0.1404753623","0.2963","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"7368","DeVry University-Virginia","Arlington","VA","22202","0.7952","NULL","NULL","0.1404753623","0.2813","0.0402","0.0491","0","0","0","0","0","0.2247","NULL","NULL","NULL","NULL",1
"7369","DeVry University-Washington","Federal Way","WA","98001","0.7778","NULL","NULL","0.1404753623","0.4114","0.0229","0.0514","0","0","0","0","0","0.2903","NULL","NULL","NULL","NULL",1
"7370","DeVry University-Wisconsin","Milwaukee","WI","53202","0.4545","NULL","NULL","0.1404753623","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL",1
"7371","University of North Georgia","Dahlonega","GA","30597","0.6102","560","24","0.3653381643","0.0056","0","0","0.025","0.0102","0","0.0176","0","0.2597","NULL","NULL","NULL","NULL",1
"7372","South Georgia State College","Douglas","GA","31533","NULL","NULL","NULL","0.1246882793","0","0","0","0","0","0","0","0","0.1497","NULL","NULL","NULL","NULL",1
"7373","Northeastern University Global Network","Boston","MA","02115","NULL","NULL","NULL","0.470608339","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"7374","Georgia Military College-Distance Learning Campuses","Milledgeville","GA","31061","NULL","NULL","NULL","0.1474089636","0.0265","0","0","0.0124","0.0008","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"7375","Brown Mackie College-Dallas","Bedford","TX","76021","NULL","NULL","NULL","0.3725579628","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"7376","American Institute-Toms River","Toms River","NJ","08755","NULL","NULL","NULL","0.6247113164","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"7377","Arizona College-Mesa","Mesa","AZ","85201","NULL","NULL","NULL","0.56398641","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"7378","American College of Healthcare","Huntington Park","CA","90255","NULL","NULL","NULL","0.7203647416","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"7379","Central Georgia Technical College","Warner Robins","GA","31088","NULL","NULL","NULL","0.0818399044","0.0345","0","0.0042","0","0","0","0","0.0003","NULL","NULL","NULL","NULL","NULL",2
"7380","Barber School of Pittsburgh","Pittsburgh","PA","15220","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"7381","The Salon Professional Academy-South Plainfield","South Plainfield","NJ","07080","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"7382","Arizona State University-Skysong","Scottsdale","AZ","85257","0.6343","490","21","0.533613136","0","0","0","0","0","0","0","0.0074","NULL","NULL","NULL","NULL","NULL",1
"7383","Louisiana Delta Community College","Monroe","LA","71203","NULL","NULL","NULL","0.1184895833","0.0407","0","0.0983","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"7384","Troy University-Phenix City Campus","Phenix City","AL","368694419","NULL","NULL","NULL","0.1963374362","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7385","Troy University-Montgomery Campus","Montgomery","AL","361034419","NULL","NULL","NULL","0.1963374362","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7386","Troy University-Dothan Campus","Dothan","AL","363034419","NULL","NULL","NULL","0.1963374362","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7387","Troy University-eTROY","Troy","AL","360825327","NULL","NULL","NULL","0.1963374362","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7388","Troy University-Global Campus","Troy","AL","360825327","NULL","NULL","NULL","0.1963374362","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7389","Global MBA Latin American Managers Program Satellite Campus","Doral","FL","331667601","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7390","Arkansas College of Barbering and Hair Design","Little Rock","AR","722044949","NULL","NULL","NULL","0.6794871795","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7391","Harding School of Theology","Memphis","TN","381175499","NULL","NULL","NULL","0.5040322581","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7392","Career Academy of Hair Design-Siloam Springs","Siloam Springs","AR","727614217","NULL","NULL","NULL","0.5660377358","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7393","Career Academy of Hair Design-Rogers","Rogers","AR","727562102","NULL","NULL","NULL","0.5660377358","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7394","Career Academy of Hair Design-Fayetteville","Fayetteville","AR","727014217","NULL","NULL","NULL","0.5660377358","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7395","Alliant International University-Fresno","Fresno","CA","937271360","NULL","NULL","NULL","0.775862069","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7396","Alliant International University-Los Angeles","Alhambra","CA","918031360","NULL","NULL","NULL","0.775862069","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7397","Alliant International University-San Francisco","San Francisco","CA","941331221","NULL","NULL","NULL","0.775862069","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7398","Alliant International University-Irvine","Irvine","CA","926061221","NULL","NULL","NULL","0.775862069","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7399","Alliant International University-Sacramento","Sacramento","CA","958331221","NULL","NULL","NULL","0.775862069","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7400","Casa Loma College-Anaheim Campus","Anaheim","CA","928012666","NULL","NULL","NULL","0.8106235566","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",2
"7401","Marinello School of Beauty-Bell","Bell","CA","90201","NULL","NULL","NULL","0.5520628684","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7402","Marinello School of Beauty-City of Industry","City of Industry","CA","91748","NULL","NULL","NULL","0.5520628684","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7403","Marinello School of Beauty-Paramount","Paramount","CA","90723","NULL","NULL","NULL","0.5520628684","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7404","Marinello School of Beauty-Huntington Beach","Huntington Beach","CA","92646","NULL","NULL","NULL","0.5520628684","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7405","Marinello School of Beauty-Layton","Layton","UT","84041","NULL","NULL","NULL","0.5520628684","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",2
"7406","Marinello School of Beauty-Ogden","Ogden","UT","84405","NULL","NULL","NULL","0.5520628684","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",2
"7407","Marinello School of Beauty-Cathedral City","Cathedral City","CA","92234","NULL","NULL","NULL","0.5520628684","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7408","Marinello School of Beauty-Murrieta","Murrieta","CA","92563","NULL","NULL","NULL","0.5520628684","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7409","Marinello School of Beauty-Napa","Napa","CA","94559","NULL","NULL","NULL","0.5520628684","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7410","Marinello School of Beauty-Seaside","Seaside","CA","93955","NULL","NULL","NULL","0.5712250712","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7411","Marinello School of Beauty-San Mateo","San Mateo","CA","94401","NULL","NULL","NULL","0.5712250712","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7412","Marinello School of Beauty-Hayward","Hayward","CA","94541","NULL","NULL","NULL","0.5712250712","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7413","Marinello School of Beauty-Castro Valley","Castro Valley","CA","94546","NULL","NULL","NULL","0.5712250712","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7414","Marinello School of Beauty-Palmdale","Palmdale","CA","93551","NULL","NULL","NULL","0.6985645933","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7415","Marinello School of Beauty-San Rafael","San Rafael","CA","94901","NULL","NULL","NULL","0.6842105263","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7416","San Jose Campus","San Jose","CA","951282541","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7417","Franciscan School of Theology","Oceanside","CA","92057","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7418","Golden Gate University-Los Angeles","Los Angeles","CA","900175418","NULL","NULL","NULL","0.4658385093","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7419","Golden Gate University-Seattle","Seattle","WA","981012218","NULL","NULL","NULL","0.4658385093","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7420","Golden Gate University-Silicon Valley","Santa Clara","CA","950542218","NULL","NULL","NULL","0.4658385093","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7421","Humphreys College-Modesto","Modesto","CA","953560532","NULL","NULL","NULL","0.3113456464","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",2
"7422","International School of Cosmetology","Costa Mesa","CA","92626","NULL","NULL","NULL","0.8796296296","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7423","ATEP at IVC","Tustin","CA","927820223","NULL","NULL","NULL","0.1610810811","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",2
"7424","Marinello School of Beauty-Whittier","Whittier","CA","90601","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7425","Marinello School of Beauty-Reseda","Reseda","CA","91335","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7426","Marinello School of Beauty-Ontario","Ontario","CA","91762","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7427","Marinello School of Beauty-San Diego","San Diego","CA","92126","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7428","Marinello School of Beauty-San Bernardino","San Bernardino","CA","92410","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7429","Marinello School of Beauty-West Covina","West Covina","CA","91790","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7430","Marinello School of Beauty-West Los Angeles","Los Angeles","CA","90035","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7431","Marinello School of Beauty-Inglewood","Inglewood","CA","90301","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7432","Marinello School of Beauty-El Cajon","El Cajon","CA","92020","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7433","Marinello School of Beauty-Victorville","Victorville","CA","92392","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7434","Marinello School of Beauty-Anaheim","Anaheim","CA","92801","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7435","Marinello School of Beauty-Simi Valley","Simi Valley","CA","93065","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7436","Marinello School of Beauty-Lomita","Lomita","CA","90717","NULL","NULL","NULL","0.564700503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7437","Marinello School of Beauty-Chico","Chico","CA","95926","NULL","NULL","NULL","0.6013986014","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7438","Marinello School of Beauty-Redding","Redding","CA","96001","NULL","NULL","NULL","0.6013986014","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7439","Marinello School of Beauty-Fresno","Fresno","CA","93711","NULL","NULL","NULL","0.6013986014","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7440","Mount Saint Mary's University - Doheny Campus","Los Angeles","CA","90007","NULL","NULL","NULL","0.6057692308","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7441","San Joaquin General Hospital School of Radiation Technology","French Camp","CA","95231","NULL","NULL","NULL","0.1017269293","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",2
"7442","San Joaquin Valley College - Hanford","Hanford","CA","932304523","NULL","NULL","NULL","0.6365211365","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",2
"7443","San Joaquin Valley College-Online","Visalia","CA","932914523","NULL","NULL","NULL","0.6365211365","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",2
"7444","Jesuit School of Theology of Santa Clara University","Berkeley","CA","94709","NULL","NULL","NULL","0.7166666667","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7445","Pinnacle College-Sacramento","Rancho Cordova","CA","95670","NULL","NULL","NULL","0.8585858586","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7446","Marinello School of Beauty-Bakersfield","Bakersfield","CA","93309","NULL","NULL","NULL","0.6558441558","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7447","Marinello School of Beauty-Visalia","Visalia","CA","93277","NULL","NULL","NULL","0.6558441558","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7448","UEI College","Ontario","CA","917642409","NULL","NULL","NULL","0.748707256","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7449","UEI College","Encino","CA","913162409","NULL","NULL","NULL","0.748707256","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7450","UEI College","Chula Vista","CA","919102409","NULL","NULL","NULL","0.748707256","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",2
"7451","UEI College","El Monte","CA","917312409","NULL","NULL","NULL","0.748707256","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7452","UEI College","Anaheim","CA","928012409","NULL","NULL","NULL","0.748707256","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7453","United Education Institute","Jacksonville","FL","322072409","NULL","NULL","NULL","0.605292172","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7454","UEI","Morrow","GA","302602409","NULL","NULL","NULL","0.748707256","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7455","UEI College","San Marcos","CA","920693587","NULL","NULL","NULL","0.748707256","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7456","UEI College","Stockton","CA","952073587","NULL","NULL","NULL","0.748707256","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7457","Colorado Technical University","Pueblo","CO","81003","NULL","NULL","NULL","0.2586086885","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7458","Marinello School of Beauty-Hamden","Hamden","CT","06514","NULL","NULL","NULL","0.5718390805","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7459","Marinello School of Beauty-Fairfield","Fairfield","CT","06825","NULL","NULL","NULL","0.5718390805","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7460","Marinello School of Beauty-Willimantic","Willimantic","CT","06626","NULL","NULL","NULL","0.5718390805","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7461","Porter and Chester Institute of Rocky Hill","Rocky Hill","CT","060671400","NULL","NULL","NULL","0.7376760563","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7462","Porter and Chester Institute of Enfield","Enfield","CT","060821400","NULL","NULL","NULL","0.7376760563","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7463","Porter and Chester Institute of Watertown","Watertown","CT","067791400","NULL","NULL","NULL","0.7376760563","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7464","Porter and Chester Institute of Chicopee","Chicopee","MA","010221400","NULL","NULL","NULL","0.7376760563","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7465","Porter and Chester Institute of Worcester","Worcester","MA","01606","NULL","NULL","NULL","0.7376760563","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7466","Porter and Chester Institute of Canton","Canton","MA","020212480","NULL","NULL","NULL","0.7376760563","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7467","Porter and Chester Institute of Woburn","Woburn","MA","018011041","NULL","NULL","NULL","0.7376760563","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3
"7468","Strayer University-Takoma Park Campus","Washington","DC","20012","NULL","NULL","NULL","0.1045028733","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7469","Barry University Law School","Orlando","FL","328073673","NULL","NULL","NULL","0.4401683704","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7470","University of Southernmost Florida-Coral Gables Campus","Coral Gables","FL","33134","NULL","NULL","NULL","0.4784688995","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7471","Keiser University-Melbourne","Melbourne","FL","32901","NULL","NULL","NULL","0.4133360732","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7472","Keiser University-Tallahassee","Tallahassee","FL","32309","NULL","NULL","NULL","0.4133360732","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7473","Keiser University-Daytona","Daytona Beach","FL","32114","NULL","NULL","NULL","0.4133360732","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7474","Keiser University-Lakeland","Lakeland","FL","33805","NULL","NULL","NULL","0.4133360732","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7475","Keiser University- Miami","Miami","FL","33172","NULL","NULL","NULL","0.4133360732","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7476","Keiser University-Orlando","Orlando","FL","32807","NULL","NULL","NULL","0.4133360732","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7477","Keiser University-Sarasota","Sarasota","FL","34240","NULL","NULL","NULL","0.4133360732","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7478","Keiser University-Jacksonville","Jacksonville","FL","32216","NULL","NULL","NULL","0.4133360732","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7479","Keiser University-Tampa","Tampa","FL","33634","NULL","NULL","NULL","0.4133360732","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7480","Keiser University-Pembroke Pines","Pembroke Pines","FL","33027","NULL","NULL","NULL","0.4133360732","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
