"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"1753","Endicott College","Beverly","MA","01915","0.5901","590","25","0.6838709677","0.0147","0","0","0.0189","0","0","0","0","0.6734","45900","48700","47400","64000",1
"1754","Episcopal Divinity School","Cambridge","MA","02138-3494","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"1755","Rob Roy Academy-Fall River","Fall River","MA","02720-3445","NULL","NULL","NULL","0.4772727273","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","34100",3
"1756","Fisher College","Boston","MA","02116","0.5891","470","NULL","0.2567849687","0.0109","0","0","0","0","0","0","0","0.4008","27400","35100","38200","54500",1
"1757","Fitchburg State University","Fitchburg","MA","01420-2697","0.6838","550","NULL","0.4186046512","0.0158","0","0.043","0.0344","0.0057","0","0.0057","0","0.4725","41800","44600","48700","58200",1
"1758","Framingham State University","Framingham","MA","01701-9101","0.655","560","NULL","0.4171632896","0.0274","0","0","0.0206","0.0274","0","0.0082","0","0.5165","46700","45600","46700","56200",1
"1759","Benjamin Franklin Institute of Technology","Boston","MA","02116","NULL","NULL","NULL","0.3760683761","0","0","0.3295","0","0","0","0","0","0.5023","41400","38700","52200","61000",1
"1760","Gordon College","Wenham","MA","01984","0.4027","651","29","0.581769437","0","0","0","0.0879","0.0247","0","0.0192","0","0.7391","PrivacySuppressed","39700","46800","59600",1
"1761","Gordon-Conwell Theological Seminary","South Hamilton","MA","01982","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"1762","Greenfield Community College","Greenfield","MA","01301-9739","NULL","NULL","NULL","0.241697417","0.017","0.0121","0","0","0","0","0","0","NULL","31300","36000","32400","55600",2
"1763","Hallmark Institute of Photography","Turners Falls","MA","01376-0308","1","NULL","NULL","0.9315068493","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","49200",3
"1764","Hampshire College","Amherst","MA","01002-5001","0.7139","650","NULL","0.6402877698","0.0292","0","0","0.039","0.0065","0","0.013","0","0.6148","PrivacySuppressed","39400","34300","44500",1
"1765","Harvard University","Cambridge","MA","02138","0.0626","800","35","0.8804347826","0.02","0.0233","0","0.1225","0.0504","0","0.0482","0","0.9743","130200","132000","131700","233800",1
"1766","Hebrew College","Newton Centre","MA","02459-2237","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","0.3333","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"1767","Hellenic College-Holy Cross Greek Orthodox School of Theology","Brookline","MA","02445-7496","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.6842","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"1768","Henris School of Hair Design","Fitchburg","MA","01420-5675","NULL","NULL","NULL","0.512195122","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"1769","College of the Holy Cross","Worcester","MA","01610-2395","0.3312","NULL","NULL","0.903930131","0","0","0","0.069","0.0417","0","0.033","0","0.9142","PrivacySuppressed","74300","81200","78500",1
"1770","Holyoke Community College","Holyoke","MA","01040","NULL","NULL","NULL","0.2477116705","0.0337","0.0053","0.0035","0","0","0","0","0","NULL","28900","36500","35500","51000",2
"1771","Sanford-Brown College-Boston","Boston","MA","02116","NULL","NULL","NULL","0.3110465116","0","0","0","0","0","0","0","0","NULL","29500","35600","39300","47800",2
"1772","Kay Harvey Academy of Hair Design","West Springfield","MA","01089","NULL","NULL","NULL","0.5344827586","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"1773","La Baron Hairdressing Academy-Brockton","Brockton","MA","02301","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"1774","La Baron Hairdressing Academy-New Bedford","New Bedford","MA","02740","NULL","NULL","NULL","0.5606060606","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"1775","Lasell College","Newton","MA","02466","0.7396","540","NULL","0.5180722892","0","0","0","0","0","0","0","0","0.4651","40500","40900","44300","52300",1
"1776","Lawrence Memorial Hospital School of Nursing","Medford","MA","02155","NULL","NULL","NULL","0.5694444444","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","93300",2
"1777","Lesley University","Cambridge","MA","02138-2790","0.6645","570","24","0.3941605839","0","0","0","0","0.0272","0","0","0","0.4939","32900","38300","40800","51700",1
"1778","Longy School of Music of Bard College","Cambridge","MA","02138","0.7551","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.875","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"1779","University of Massachusetts-Lowell","Lowell","MA","01854-5104","0.6447","620","NULL","0.388363998","0.1178","0.1251","0.0141","0.0299","0.013","0","0.0203","0","0.5","50200","53000","55200","74200",1
"1780","Mansfield Beauty Schools-Springfield","Springfield","MA","01103","NULL","NULL","NULL","0.6176470588","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"1781","Mansfield Beauty Schools-Quincy","Quincy","MA","02169","NULL","NULL","NULL","0.62","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"1782","Marian Court College","Swampscott","MA","01907","NULL","NULL","NULL","0.5111111111","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","53400",2
"1783","University of Massachusetts-Amherst","Amherst","MA","01003","0.6563","650","NULL","0.6259492298","0.0151","0.0497","0","0.0794","0.0119","0","0.018","0","0.6716","48800","52400","57500","68000",1
"1784","University of Massachusetts-Boston","Boston","MA","02125-3393","0.6844","570","NULL","0.158","0.0101","0","0","0.0684","0.001","0","0.0232","0","0.3983","46800","50600","52700","72700",1
"1785","Massachusetts Bay Community College","Wellesley Hills","MA","02481-5399","NULL","NULL","NULL","0.1499436302","0.0238","0","0.0715","0.0098","0","0","0","0.0126","NULL","40100","41400","54100","66400",2
"1786","MCPHS University","Boston","MA","02115-5896","0.7956","630","27","0.7690504103","0","0","0","0","0","0","0.0026","0","0.6857","109700","106400","102200","143300",1
"1787","Massachusetts College of Art and Design","Boston","MA","02115-5882","0.631","590","NULL","0.635359116","0","0","0","0","0","0","0","0","0.6782","40800","32900","36200","51100",1
"1788","Massachusetts Institute of Technology","Cambridge","MA","02139-4307","0.0973","800","36","0.7200577201","0.137","0.4367","0","0.0775","0.0749","0","0.0922","0","0.9286","112600","131100","133200","203700",1
"1789","Massachusetts Maritime Academy","Buzzards Bay","MA","02532-1803","0.6281","590","NULL","0.4576271186","0","0.47","0","0","0","0","0","0","0.6527","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","123400",1
"1790","University of Massachusetts Medical School Worcester","Worcester","MA","01655","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"1791","William James College","Newton","MA","02459","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed",1
"1792","Massachusetts School of Barbering","Quincy","MA","02169","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"1793","Massasoit Community College","Brockton","MA","02302-3996","NULL","NULL","NULL","0.1210613599","0.0172","0","0.0398","0","0","0","0","0","NULL","31300","38900","38600","57100",2
"1794","Merrimack College","North Andover","MA","01845","0.8788","NULL","NULL","0.5552825553","0.0148","0.0567","0","0.0665","0.0148","0","0.0123","0","0.6984","57000","56900","59000","69900",1
"1795","MGH Institute of Health Professions","Boston","MA","02129-4557","NULL","NULL","NULL","0.6385542169","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"1796","Middlesex Community College","Bedford","MA","01730-9124","NULL","NULL","NULL","0.1760821717","0.014","0","0.0633","0.0028","0","0","0","0.0437","NULL","32800","38800","43200","58200",2
"1797","Montserrat College of Art","Beverly","MA","01915-4508","NULL","NULL","NULL","0.5","0","0","0","0","0","0","0","0","0.4935","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","40100",1
"1798","Mount Holyoke College","South Hadley","MA","01075-1489","0.5149","NULL","NULL","0.797979798","0.0177","0","0","0.1204","0.0106","0","0.0336","0","0.8488","42500","44300","50400","59000",1
"1799","Mount Ida College","Newton","MA","02459","0.7542","485","NULL","0.3039647577","0","0","0","0.0155","0","0","0","0","0.4359","32000","38700","42600","56700",1
"1800","Mount Wachusett Community College","Gardner","MA","01440-1000","NULL","NULL","NULL","0.2323733863","0.0681","0","0.003","0.0385","0","0","0","0","NULL","27500","36800","40700","58500",2
"1801","Cortiva Institute-Boston","Watertown","MA","02472","NULL","NULL","NULL","0.6991869919","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","70100",3
"1802","School of the Museum of Fine Arts-Boston","Boston","MA","02115-5596","0.8558","NULL","NULL","0.5608108108","0","0","0","0","0","0","0","0","0.4634","33100","34100","36700","49300",1
"1803","Everest Institute-Brighton","Brighton","MA","02135-3605","NULL","NULL","NULL","0.6206554121","0","0","0","0","0","0","0","0","NULL","26300","31400","35900","41400",3
"1804","Rob Roy Academy-New Bedford","New Bedford","MA","02720-3445","NULL","NULL","NULL","0.4782608696","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",3
"1805","The New England Conservatory of Music","Boston","MA","02115-5018","0.2701","NULL","NULL","0.8333333333","0","0","0","0","0","0","0","0","0.76","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","56500",1
"1806","New England College of Optometry","Boston","MA","02115","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","123800",1
"1807","New England School of Acupuncture","Newton","MA","02458","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"1808","New England Law-Boston","Boston","MA","02116","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","116500",1
"1809","New England School of Photography","Boston","MA","02215","NULL","NULL","NULL","0.6315789474","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",2
"1810","Newbury College","Brookline","MA","02445","NULL","NULL","NULL","0.2492113565","0.007","0","0","0","0","0","0","0","0.4352","34600","42100","41100","50100",1
"1811","Nichols College","Dudley","MA","01571-5000","NULL","NULL","NULL","0.4292035398","0","0","0","0","0.007","0","0","0","0.435","47500","50800","52500","60900",1
"1812","Massachusetts College of Liberal Arts","North Adams","MA","01247-4100","0.6734","550","NULL","0.4779582367","0.0113","0","0","0.0593","0.0085","0","0.0028","0","0.5314","32500","37300","41800","46400",1
"1813","North Bennet Street School","Boston","MA","02109","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",2
"1814","North Shore Community College","Danvers","MA","01923-0840","NULL","NULL","NULL","0.1977806789","0.027","0.0052","0.0305","0","0","0","0","0.0035","NULL","30600","38000","42700","54600",2
"1815","The New England Institute of Art","Brookline","MA","02445-7295","0.3127","NULL","NULL","0.3619550859","0.1474","0","0","0","0","0","0","0","0.4054","34400","38600","39500","51800",1
"1816","Northeastern University","Boston","MA","02115-5005","0.3453","730","NULL","0.5946878234","0.0367","0.1113","0.0058","0.0623","0.01","0","0.0103","0","0.7682","66200","66000","66800","85600",1
"1817","Northern Essex Community College","Haverhill","MA","01830-2399","NULL","NULL","NULL","0.1821480406","0.0735","0","0.0391","0","0","0","0","0.0076","NULL","30100","36600","39000","53100",2
"1818","College of Our Lady of the Elms","Chicopee","MA","01013","0.8314","520","NULL","0.5546875","0.024","0","0","0.02","0.004","0","0.004","0","0.6093","45000","47200","45100","76500",1
"1819","Pine Manor College","Chestnut Hill","MA","02467","0.9636","450","17","0.3081761006","0","0","0","0.1892","0","0","0","0","0.3406","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","52500",1
"1820","Pope St John XXIII National Seminary","Weston","MA","02493-2699","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1821","Quincy College","Quincy","MA","02169","NULL","NULL","NULL","0.1880877743","0.0535","0","0","0.0134","0","0","0","0","NULL","38100","47500","51500","75300",2
"1822","Quinsigamond Community College","Worcester","MA","01606-2092","NULL","NULL","NULL","0.1554646406","0.0379","0","0.11","0.0018","0","0","0","0","NULL","31000","42000","45700","56600",2
"1823","Kaplan Career Institute-Charlestown","Charlestown","MA","02129","NULL","NULL","NULL","0.6225165563","0.0455","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","59000",3
"1824","Regis College","Weston","MA","02493-1571","0.7603","520","22","0.4649446494","0.0029","0","0","0.0496","0","0","0","0","0.6335","51100","49200","44200","83400",1
"1825","Roxbury Community College","Roxbury Crossing","MA","02120-3400","NULL","NULL","NULL","0.0523648649","0.0163","0.0033","0.0065","0.0684","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","55100",2
"1826","Saint John's Seminary","Brighton","MA","02135-3846","1","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"1827","Salem State University","Salem","MA","01970","0.5736","540","NULL","0.4042981867","0.006","0","0","0.0406","0.0075","0","0.015","0","0.4167","42700","40100","44700","61900",1
"1828","Salter College-West Boylston","West Boylston","MA","01583","NULL","NULL","NULL","0.6334819217","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","41900",2
"1829","Simmons College","Boston","MA","02115-5898","0.4658","610","NULL","0.7145488029","0.016","0","0","0.0603","0.016","0","0.0195","0","0.6921","54600","52500","54700","74600",1
"1830","Bard College at Simon's Rock","Great Barrington","MA","01230-9702","0.8724","NULL","NULL","0.4684684685","0.0195","0.0065","0","0.0195","0.0195","0","0","0","0.6875","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"1831","Smith College","Northampton","MA","01063","0.4547","NULL","NULL","0.859375","0.0144","0.0244","0","0.1193","0.023","0","0.0402","0","0.8537","48200","45700","50200","63300",1
"1832","Southeastern Technical Institute","South Easton","MA","02375","0.35","NULL","NULL","0.786407767","0","0","0.1139","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","61600",3
