"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL","PELL_COMP_ORIG_YR6_RT","NOPELL_COMP_ORIG_YR6_RT","COMPL_RPY_3YR_RT","PELL_RPY_3YR_RT","NOPELL_RPY_3YR_RT","COMPL_RPY_1YR_RT","PELL_RPY_1YR_RT","NOPELL_RPY_1YR_RT","COSTT4_A","LO_INC_COMP_ORIG_YR4_RT","MD_INC_COMP_ORIG_YR4_RT","HI_INC_COMP_ORIG_YR4_RT"
"860","University of South Florida-Main Campus","Tampa","FL","33620-9951","0.4321","640","27","0.4829325058","0.0148","0.0571","0","0.0907","0.0073","0","0.0112","0","0.5655","43500","45500","47500","NULL",1,"0.5053438662","0.5673701299","0.8315826954","0.7317674113","0.8141084559","0.8611388611","0.7851842036","0.8498671391","20590","0.4446337308","0.4921227197","0.5455555556"
"861","St Thomas University","Miami Gardens","FL","33054-6459","0.3935","510","20","0.4151898734","0.0211","0","0","0.0211","0.0127","0","0.0127","0","0.3224","45800","43300","73400","NULL",1,"0.3854545455","0.5027027027","0.8444444444","0.7161803714","0.7958477509","0.7431506849","0.6604651163","0.6959459459","35907","0.4292929293","0.3495934959","0.4864864865"
"862","Stenotype Institute of Jacksonville Inc-Jacksonville","Jacksonville","FL","32207","NULL","NULL","NULL","0.0625","0","0","0","0","0","0","0","0","NULL","25300","33800","29600","NULL",2,"PrivacySuppressed","PrivacySuppressed","0.593220339","0.4419475655","0.5714285714","0.7435897436","0.5271966527","0.6355140187","31302","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"863","Stetson University","DeLand","FL","32723","0.6035","630","28","0.2711864407","0.0081","0","0","0.055","0","0","0.0204","0","0.6442","41700","41300","48500","NULL",1,"0.5675675676","0.5529411765","0.9044117647","0.8302469136","0.8695652174","0.8838268793","0.7875894988","0.8831775701","47555","0.2891566265","0.25","0.2731707317"
"864","Southeastern University","Lakeland","FL","33801-6034","NULL","NULL","NULL","0.2647444299","0","0","0","0.0087","0.0022","0","0","0","0.3964","31600","38300","34200","NULL",1,"0.3409610984","0.3524804178","0.9058524173","0.7647928994","0.855987055","0.8795180723","0.7802197802","0.8597662771","29142","0.1983471074","0.268115942","0.3265306122"
"865","Benes International School of Beauty","New Port Richey","FL","34652","NULL","NULL","NULL","0.6238095238","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.3495145631","0.253164557","0.5","0.6126482213","0.5794392523","0.75","NULL","0.5864197531","PrivacySuppressed","PrivacySuppressed"
"866","RIVEROAK Technical College","Live Oak","FL","32064","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"867","Tallahassee Community College","Tallahassee","FL","32304-2895","NULL","NULL","NULL","0.2411174397","0.0045","0","0.0016","0","0","0","0","0","NULL","31400","34900","40900","NULL",2,"0.1298292902","0.1493150685","0.6440677966","0.4316825776","0.604908947","0.5611979167","0.3350751143","0.5778688525","9088","0.1936026936","0.2965050733","0.391509434"
"868","Talmudic College of Florida","Miami Beach","FL","33140-3854","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.8333","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","22817","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"869","Everest University-Tampa","Tampa","FL","33614","NULL","NULL","NULL","0.2122236169","0.0446","0","0.2527","0","0","0","0","0","0.3392","24400","35300","44600","NULL",1,"0.1969489536","0.2589382449","0.3275991025","0.2169867186","0.3477488152","0.4064808196","0.3804218066","0.4982964225","24955","0.1898010519","0.3171278983","0.4160583942"
"870","Everest University-Largo","Largo","FL","33770-2556","NULL","NULL","NULL","0.4167447673","0.048","0","0","0","0","0","0","0","0.3587","23600","34000","37500","NULL",1,"0.3054771316","0.4050632911","0.2296905222","0.1620712845","0.3196721311","0.3590844063","0.3086755507","0.440397351","25216","0.3961387201","0.5398230088","0.6615384615"
"871","The University of Tampa","Tampa","FL","33606-1490","0.4688","590","26","0.5632653061","0.019","0","0","0.0699","0.0068","0","0.0053","0","0.5705","44800","45900","52200","NULL",1,"0.5822510823","0.5736925515","0.8949950932","0.7849604222","0.8846153846","0.9164556962","0.8455555556","0.9134054954","35917","0.4738675958","0.5582655827","0.611599297"
"872","Taylor Technical Institute","Perry","FL","32348","NULL","NULL","NULL","PrivacySuppressed","0","0","0.0588","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"873","Tom P Haney Technical Center","Panama City","FL","32405","NULL","NULL","NULL","0.0810810811","0.0208","0","0.0052","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"874","Trinity Baptist College","Jacksonville","FL","32221","0.6549","470","20","0.2336448598","0","0","0","0","0","0","0","0","0.4225","PrivacySuppressed","28400","PrivacySuppressed","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","16543","0.26","PrivacySuppressed","PrivacySuppressed"
"875","Trinity College of Florida","Trinity","FL","34655-4401","0.2157","NULL","NULL","0.3125","0","0","0","0","0","0","0","0","0.5789","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","20733","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"876","Fashion Focus Hair Academy","Sarasota","FL","34231-4813","NULL","NULL","NULL","0.56","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.7884615385","PrivacySuppressed","PrivacySuppressed","NULL","0.4545454545","PrivacySuppressed","PrivacySuppressed"
"877","Valencia College","Orlando","FL","32835","NULL","NULL","NULL","0.2659079152","0.0327","0","0.0576","0","0","0","0","0","0.4106","32500","37200","42000","NULL",1,"0.1410142349","0.2823275862","0.7469879518","0.5383700178","0.6416184971","0.6623376623","0.4637773259","0.5932997118","15348","0.2358078603","0.3062716429","0.3578708947"
"878","Warner University","Lake Wales","FL","33859-8797","0.5244","490","NULL","0.48","0","0","0","0.0489","0","0","0","0","0.419","35700","47500","54000","NULL",1,"0.4611872146","0.5294117647","0.6923076923","0.6047904192","0.7047619048","0.7548638132","0.6058394161","0.756097561","27665","0.4277108434","0.5225225225","0.5625"
"879","Florida Panhandle Technical College","Chipley","FL","32428-1618","NULL","NULL","NULL","PrivacySuppressed","0.0209","0","0.0119","0","0","0","0","0","NULL","22900","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"880","Webber International University","Babson Park","FL","33827-0096","0.6682","585","25","0.2826855124","0.0296","0","0","0","0","0","0","0","0.3562","29800","38400","44900","NULL",1,"0.4736842105","0.3467741935","0.7477477477","0.5402298851","0.7918781726","0.7748344371","0.5765124555","0.8218390805","33601","0.2735849057","0.2272727273","0.3483146067"
"881","Rasmussen College-Florida","Ocala","FL","34474-6226","0.7799","NULL","NULL","0.3048763448","0.0207","0","0","0","0","0","0","0","0.3478","28900","34600","37200","NULL",1,"0.3107526882","0.3552894212","0.737704918","0.4622203461","0.457948244","0.7250648432","0.5044487696","0.608003108","23627","0.2523153377","0.3742901394","0.4287515763"
"882","The University of West Florida","Pensacola","FL","32514-5750","0.6081","540","24","0.3722897938","0.0415","0.0161","0.0112","0.0322","0.0089","0","0.013","0","0.4506","37200","41700","43200","NULL",1,"0.4298808433","0.4699828473","0.8739946381","0.7580760948","0.8515151515","0.8422310757","0.7100997506","0.7973609802","15683","0.3648648649","0.3694158076","0.3919239905"
"883","Orange Technical College-Westside Campus","Winter Garden","FL","34787-3733","NULL","NULL","NULL","0.0567010309","0.0573","0","0.0104","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"884","William T McFatter Technical College","Davie","FL","33317","NULL","NULL","NULL","0.1666666667","0.0124","0","0.0124","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"885","Orange Technical College-Winter Park Campus","Winter Park","FL","32789-3049","NULL","NULL","NULL","PrivacySuppressed","0.0588","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"886","Withlacoochee Technical Institute","Inverness","FL","34450-4696","NULL","NULL","NULL","0.0888888889","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"887","Abraham Baldwin Agricultural College","Tifton","GA","31793-2601","0.6896","410","16","0.1558245083","0","0","0.002","0","0","0","0","0","0.1668","31800","38000","39800","NULL",1,"0.1320987654","0.1877256318","0.7531380753","0.5139949109","0.6875","0.7817460317","0.5632183908","0.7465116279","12347","0.1349095967","0.1662269129","0.2053571429"
"888","United Education Institute","Jacksonville","FL","32207","1","NULL","NULL","0.4498303442","0","0","0.045","0","0","0","0","0","NULL","21500","26500","31100","NULL",3,"0.5965965966","0.7755102041","0.2224637681","0.1917748918","0.3483146067","0.4189233279","0.3635077793","0.5742574257","NULL","0.4323593074","0.5856353591","0.6764705882"
"889","Agnes Scott College","Decatur","GA","30030-3770","0.6197","NULL","NULL","0.7213114754","0","0","0","0.1446","0.0241","0","0.012","0","0.6351","34200","43000","46600","NULL",1,"0.5940594059","0.4948453608","0.9036144578","0.8322580645","0.8983050847","0.8187134503","0.7225806452","0.897810219","44345","0.7586206897","0.7090909091","0.7"
"890","Interactive College of Technology-Chamblee","Chamblee","GA","30341","NULL","NULL","NULL","0.1356898518","0.1656","0","0.681","0","0","0","0","0","NULL","25300","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","0.5333333333","PrivacySuppressed","PrivacySuppressed","0.8488888889","PrivacySuppressed","PrivacySuppressed","16450","0.1283276451","PrivacySuppressed","PrivacySuppressed"
"891","Interactive College of Technology-Morrow","Morrow","GA","30260","NULL","NULL","NULL","0.1356898518","0.4286","0","0","0","0","0","0","0","NULL","25300","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","0.5333333333","PrivacySuppressed","PrivacySuppressed","0.8488888889","PrivacySuppressed","PrivacySuppressed","16030","0.1283276451","PrivacySuppressed","PrivacySuppressed"
"892","Albany Technical College","Albany","GA","31701","NULL","NULL","NULL","0.351993865","0.0335","0","0.0027","0","0","0","0","0","NULL","23400","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","0.2514619883","0.1864951768","0.3157894737","0.2848948375","0.2244897959","0.5","8529","0.349429324","PrivacySuppressed","PrivacySuppressed"
"893","Darton State College","Albany","GA","31707-3098","NULL","NULL","NULL","0.1591133005","0.0097","0","0","0","0","0","0","0","NULL","30100","37800","40100","NULL",2,"0.1152073733","0.2988929889","0.7226027397","0.4178082192","0.6052631579","0.7288888889","0.5030336459","0.656133829","11362","0.1212586339","0.2169811321","0.2538071066"
"894","Albany State University","Albany","GA","31705","0.2865","460","19","0.3084622384","0.0194","0","0","0.0629","0.0129","0","0.0048","0","0.386","34100","37500","35800","NULL",1,"0.4323432343","0.3787878788","0.4671968191","0.3694029851","0.432","0.3803486529","0.2745825603","0.4079422383","18815","0.2840059791","0.3564356436","0.3228346457"
"895","Andrew College","Cuthbert","GA","39840-5550","0.3987","460","19","0.170212766","0","0","0","0.0541","0.027","0","0.027","0","NULL","24000","32000","32600","NULL",2,"PrivacySuppressed","PrivacySuppressed","0.6","0.4444444444","0.7435897436","0.5769230769","0.5314685315","0.7903225806","25398","PrivacySuppressed","0.2222222222","PrivacySuppressed"
"896","Armstrong State University","Savannah","GA","31419-1997","0.7361","550","24","0.2934590454","0.0343","0","0","0.0404","0.0141","0","0.0232","0","0.3329","37400","44600","45700","NULL",1,"0.2901833873","0.3580705009","0.8328804348","0.6923076923","0.8019480519","0.8153594771","0.689511323","0.8016528926","18997","0.2888888889","0.2693965517","0.3333333333"
"897","The Art Institute of Atlanta","Atlanta","GA","30328-1635","0.4524","NULL","NULL","0.2439665472","0.1221","0","0","0","0","0","0","0","0.261","31000","35800","39200","NULL",1,"0.3161434978","0.289446186","0.649382716","0.3716766142","0.5777984208","0.6957373836","0.5094276656","0.6692377495","32176","0.2064574807","0.2528940338","0.3279258401"
"898","Georgia Career Institute","Conyers","GA","30094","NULL","NULL","NULL","0.4938440492","0","0","0","0","0","0","0","0","NULL","19800","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.4836448598","0.6870229008","0.4889779559","0.3682830931","0.5953488372","0.5299145299","0.5565031983","0.6","NULL","0.4777777778","0.5342465753","0.5555555556"
"899","Atlanta Technical College","Atlanta","GA","30310-4446","NULL","NULL","NULL","0.1407506702","0.0772","0","0.0056","0","0","0","0","0","NULL","23300","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","13180","0.1353211009","PrivacySuppressed","PrivacySuppressed"
"900","Point University","West Point","GA","31833","0.5617","490","20","0.4580335731","0","0","0","0","0","0","0","0","0.3717","PrivacySuppressed","PrivacySuppressed","38100","NULL",1,"0.4891304348","0.3","PrivacySuppressed","0.6838235294","0.8139534884","0.7089552239","0.6304347826","0.76","29998","0.436123348","0.5196850394","0.4126984127"
"901","Atlanta Metropolitan State College","Atlanta","GA","30310-4448","0.6863","NULL","NULL","0.1444833625","0","0","0","0","0","0","0","0","0.0929","27500","PrivacySuppressed","PrivacySuppressed","NULL",1,"0.1176470588","0.223880597","0.5","0.3457711443","0.3503649635","0.4051724138","0.258776329","0.3735632184","15665","0.1253041363","0.1933085502","0.1960784314"
"902","Atlanta's John Marshall Law School","Atlanta","GA","30309","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"903","Atlanta School of Massage","Atlanta","GA","30338","NULL","NULL","NULL","0.6184971098","0","0","0","0","0","0","0","0","NULL","29100","36000","34700","NULL",3,"0.664","0.8064516129","0.671641791","0.5815217391","0.7676056338","0.820083682","PrivacySuppressed","PrivacySuppressed","NULL","0.6171875","PrivacySuppressed","PrivacySuppressed"
"904","Clark Atlanta University","Atlanta","GA","30314-4391","0.6833","470","NULL","0.3616071429","0.0327","0","0","0.0618","0.0055","0","0.0073","0","0.3917","34300","38100","41600","NULL",1,"0.3914510686","0.3391304348","0.5493372607","0.462034384","0.495854063","0.5187096774","0.4191852825","0.5193482688","33862","0.3185840708","0.3898809524","0.4292237443"
"905","Augusta Technical College","Augusta","GA","30906","NULL","NULL","NULL","0.1936078672","0.0654","0","0.0327","0","0","0","0","0","NULL","25600","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","11607","0.1850809289","PrivacySuppressed","PrivacySuppressed"
"906","Augusta State University","Augusta","GA","30904-2200","0.5471","540","23","0.2319364162","0.0146","0","0","0.0743","0.0058","0","0.0175","0","0.253","35000","39800","41000","NULL",1,"0.256302521","0.3604240283","0.7918781726","0.6263924593","0.7064579256","0.7829861111","0.6046176046","0.7098976109","14783","0.1961852861","0.275","0.2689655172"
"907","Bainbridge State College","Bainbridge","GA","39819","NULL","NULL","NULL","0.0496183206","0.0145","0","0.0073","0","0","0","0","0","NULL","24700","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","0.375","0.2729693742","0.5322580645","0.4054054054","0.2926391382","0.4946236559","10831","0.0428704567","PrivacySuppressed","PrivacySuppressed"
