"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"1111",1111,"McKendree University","Lebanon","IL","62254-1291","0.6289","530","25","0.4848942598","0.0444",NA,NA,"0.0167","0.0204",NA,"0.0019",NA,"0.4832","NULL","NULL","NULL","NULL",1
"1112",1112,"Meadville Lombard Theological School","Chicago","IL","60605","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1113",1113,"Methodist College","Peoria","IL","61603","0.8636","NULL","24","0.8789808917",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1114",1114,"Midstate College","Peoria","IL","61614-3595","0.84","NULL","NULL","0.3298969072","0.039",NA,NA,NA,NA,NA,NA,NA,"0.4167","NULL","NULL","NULL","NULL",1
"1115",1115,"Millikin University","Decatur","IL","62522-2084","0.5512","580","26","0.5693848355",NA,NA,NA,"0.0438","0.0125",NA,"0.0313",NA,"0.5979","NULL","NULL","NULL","NULL",1
"1116",1116,"Monmouth College","Monmouth","IL","61462-1998","0.6431","510","25","0.4852216749","0.0156",NA,NA,"0.0391","0.0195",NA,"0.0313",NA,"0.5827","NULL","NULL","NULL","NULL",1
"1117",1117,"Moody Bible Institute","Chicago","IL","60610-3284","0.6855","NULL","NULL","0.2454545455",NA,NA,NA,NA,NA,NA,NA,NA,"0.8434","NULL","NULL","NULL","NULL",1
"1122",1122,"National Louis University","Chicago","IL","60603","0.9881","NULL","NULL","0.418128655","0.0021",NA,NA,NA,NA,NA,NA,NA,"0.4286","NULL","NULL","NULL","NULL",1
"1123",1123,"National University of Health Sciences","Lombard","IL","60148-4583","NULL","NULL","NULL","0.7802197802",NA,NA,NA,"0.5833",NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1125",1125,"North Central College","Naperville","IL","60540","0.6365","NULL","27","0.6264044944","0.0063",NA,NA,"0.0492","0.019",NA,"0.0159",NA,"0.639","NULL","NULL","NULL","NULL",1
"1126",1126,"North Park University","Chicago","IL","60625-4895","0.5234","580","25","0.4545454545",NA,NA,NA,"0.0701","0.0082",NA,"0.0041",NA,"0.563","NULL","NULL","NULL","NULL",1
"1127",1127,"Northern Baptist Theological Seminary","Lombard","IL","60148-5698","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1128",1128,"Northern Illinois University","Dekalb","IL","60115-2828","0.5613","580","25","0.4920700309","0.0192","0.0317","0.0195","0.0348","0.02",NA,"0.0146",NA,"0.5095","NULL","NULL","NULL","NULL",1
"1130",1130,"Northwestern University","Evanston","IL","60208","0.1532","790","35","0.8235294118","0.0181","0.131",NA,"0.0517","0.0242",NA,"0.0201",NA,"0.9419","NULL","NULL","NULL","NULL",1
"1131",1131,"Northeastern Illinois University","Chicago","IL","60625-4699","0.5981","NULL","21","0.3151408451","0.0287",NA,NA,"0.0409","0.0214",NA,"0.0189",NA,"0.2034","NULL","NULL","NULL","NULL",1
"1134",1134,"Olivet Nazarene University","Bourbonnais","IL","60914-2271","0.8196","NULL","27","0.5016042781","0.0176","0.0203",NA,"0.0487","0.0054",NA,"0.0068",NA,"0.5724","NULL","NULL","NULL","NULL",1
"1139",1139,"Quincy University","Quincy","IL","62301-2699","0.8859","570","25","0.3680387409","0.0175",NA,NA,"0.1096","0.0263",NA,"0.0219",NA,"0.5043","NULL","NULL","NULL","NULL",1
"1141",1141,"The Illinois Institute of Art-Chicago","Chicago","IL","60654-1593","NULL","NULL","NULL","0.2922893007","0.0544",NA,NA,NA,NA,NA,NA,NA,"0.2806","NULL","NULL","NULL","NULL",1
"1144",1144,"Robert Morris University Illinois","Chicago","IL","60605","0.21","NULL","NULL","0.3879658734","0.0865",NA,"0.0114",NA,NA,NA,NA,NA,"0.4608","NULL","NULL","NULL","NULL",1
"1147",1147,"Rockford University","Rockford","IL","61108-2311","0.4097","665","24","0.4056338028","0.0155",NA,NA,"0.031",NA,NA,NA,NA,"0.3947","NULL","NULL","NULL","NULL",1
"1148",1148,"Roosevelt University","Chicago","IL","60605-1394","0.7878","590","24","0.3548601864","0.0225",NA,NA,"0.0504","0.0129",NA,"0.0054",NA,"0.4144","NULL","NULL","NULL","NULL",1
"1149",1149,"Dominican University","River Forest","IL","60305","0.5997","620","24","0.587826087","0.0201",NA,NA,"0.0446","0.0201",NA,"0.0089",NA,"0.6311","NULL","NULL","NULL","NULL",1
"1150",1150,"Rush University","Chicago","IL","60612","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1151",1151,"Saint Francis Medical Center College of Nursing","Peoria","IL","61603-3783","NULL","NULL","NULL","0.8803418803",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1152",1152,"University of St Francis","Joliet","IL","60435-6188","0.5141","620","26","0.5668662675","0.0174",NA,NA,"0.0477","0.0152",NA,NA,NA,"0.5657","NULL","NULL","NULL","NULL",1
"1153",1153,"St. John's College-Department of Nursing","Springfield","IL","62702","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1154",1154,"Saint Xavier University","Chicago","IL","60655","0.5054","545","24","0.4956043956","0.0224",NA,NA,"0.0642","0.0075",NA,"0.0045",NA,"0.4714","NULL","NULL","NULL","NULL",1
"1155",1155,"University of Illinois at Springfield","Springfield","IL","62703-5407","0.5977","665","26","0.4718468468","0.0864",NA,NA,"0.0432","0.0405",NA,"0.0148",NA,"0.4308","NULL","NULL","NULL","NULL",1
"1158",1158,"Shimer College","Chicago","IL","60616","0.2857","NULL","NULL","0.6222222222",NA,NA,NA,NA,NA,NA,NA,NA,"0.6","NULL","NULL","NULL","NULL",1
"1159",1159,"Saint Augustine College","Chicago","IL","60640-3593","NULL","NULL","NULL","0.1382978723","0.0207",NA,NA,NA,NA,NA,NA,NA,"0.255","NULL","NULL","NULL","NULL",1
"1160",1160,"University of Saint Mary of the Lake","Mundelein","IL","60060-1174","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1163",1163,"Spertus College","Chicago","IL","60605","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1165",1165,"Saint Anthony College of Nursing","Rockford","IL","61108-2468","NULL","NULL","NULL","0.8307692308",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1167",1167,"Southern Illinois University-Carbondale","Carbondale","IL","62901-4512","0.7887","620","25","0.4337714863","0.0238","0.0453","0.0711","0.0337","0.004",NA,"0.0066",NA,"0.4337","NULL","NULL","NULL","NULL",1
"1168",1168,"Southern Illinois University-Edwardsville","Edwardsville","IL","62026-1259","0.8419","590","26","0.433076384","0.012","0.0765","0.0129","0.0907","0.0092",NA,"0.0147",NA,"0.5041","NULL","NULL","NULL","NULL",1
"1170",1170,"Telshe Yeshiva-Chicago","Chicago","IL","60625","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","NULL","NULL","NULL","NULL",1
"1173",1173,"Trinity Christian College","Palos Heights","IL","60463-0929","0.9022","630","26","0.4393939394",NA,NA,NA,"0.028","0.0249",NA,"0.0093",NA,"0.5816","NULL","NULL","NULL","NULL",1
"1174",1174,"Trinity International University-Illinois","Deerfield","IL","60015-1283","0.9372","560","25","0.1879194631",NA,NA,NA,"0.0052","0.0103",NA,"0.0103",NA,"0.4545","NULL","NULL","NULL","NULL",1
"1177",1177,"VanderCook College of Music","Chicago","IL","60616-3731","0.374","NULL","27","0.5555555556",NA,NA,NA,NA,NA,NA,NA,NA,"0.6923","NULL","NULL","NULL","NULL",1
"1179",1179,"Resurrection University","Chicago","IL","60622","NULL","NULL","NULL","0.8080808081",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1180",1180,"Western Illinois University","Macomb","IL","61455","0.5931","NULL","24","0.5118656444","0.0166","0.003","0.0055","0.0387","0.0047",NA,"0.0272",NA,"0.561","NULL","NULL","NULL","NULL",1
"1181",1181,"Wheaton College","Wheaton","IL","60187-5593","0.6871","700","31","0.7882653061","0.0061","0.0092",NA,"0.0629","0.0383",NA,"0.0613",NA,"0.8672","NULL","NULL","NULL","NULL",1
"1184",1184,"Anderson University","Anderson","IN","46012-3495","0.5545","570","25","0.4825783972","0.0162",NA,NA,"0.0301",NA,NA,"0.0116",NA,"0.5678","NULL","NULL","NULL","NULL",1
"1186",1186,"Ball State University","Muncie","IN","47306","0.6054","570","24","0.4953726254","0.0126",NA,"0.0269","0.0242","0.004",NA,"0.0116",NA,"0.5938","NULL","NULL","NULL","NULL",1
"1187",1187,"Bethel College-Indiana","Mishawaka","IN","46545-5591","0.7158","580","26","0.0983870968","0.0018",NA,NA,"0.0091","0.0219",NA,"0.0037",NA,"0.6466","NULL","NULL","NULL","NULL",1
"1188",1188,"Butler University","Indianapolis","IN","46208","0.661","640","29","0.6879795396","0.0143",NA,NA,"0.0516","0.0072",NA,"0.0588",NA,"0.7386","NULL","NULL","NULL","NULL",1
"1189",1189,"Calumet College of Saint Joseph","Whiting","IN","46394","0.4","480","19","0.363372093","0.0187",NA,NA,NA,NA,NA,NA,NA,"0.3375","NULL","NULL","NULL","NULL",1
"1190",1190,"Christian Theological Seminary","Indianapolis","IN","46208-3301","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1192",1192,"Concordia Theological Seminary","Fort Wayne","IN","46825-4996","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1194",1194,"DePauw University","Greencastle","IN","46135-1772","0.6121","680","29","0.7476415094","0.0517",NA,NA,"0.1467","0.0217",NA,"0.0217",NA,"0.7922","NULL","NULL","NULL","NULL",1
"1197",1197,"Earlham College","Richmond","IN","47374-4095","0.637","640","NULL","0.5510204082","0.0138",NA,NA,"0.1651","0.0138",NA,"0.0688",NA,"0.71","NULL","NULL","NULL","NULL",1
"1198",1198,"University of Evansville","Evansville","IN","47722","0.8409","620","28","0.6283185841","0.0084","0.0963",NA,"0.0355","0.0203",NA,"0.0084",NA,"0.6344","NULL","NULL","NULL","NULL",1
"1199",1199,"Franklin College","Franklin","IN","46131-2623","0.6002","560","25","0.571884984","0.0141",NA,NA,"0.0892","0.0329",NA,"0.0188",NA,"0.571","NULL","NULL","NULL","NULL",1
"1200",1200,"Goshen College","Goshen","IN","46526-4794","0.5506","630","29","0.5898305085","0.0112",NA,NA,"0.1011","0.0037",NA,"0.0187",NA,"0.703","NULL","NULL","NULL","NULL",1
"1201",1201,"Grace College and Theological Seminary","Winona Lake","IN","46590-1274","0.7884","570","26","0.618556701","0.0036",NA,NA,"0.0255",NA,NA,"0.0036",NA,"0.6053","NULL","NULL","NULL","NULL",1
"1204",1204,"Hanover College","Hanover","IN","47243","0.6673","600","NULL","0.6615969582","0.0271",NA,NA,"0.1176","0.0136",NA,"0.0679",NA,"0.7186","NULL","NULL","NULL","NULL",1
"1206",1206,"Holy Cross College","Notre Dame","IN","46556-0308","0.7231","530","25","0.309352518",NA,NA,NA,NA,NA,NA,NA,NA,"0.4886","NULL","NULL","NULL","NULL",1
"1208",1208,"Huntington University","Huntington","IN","46750","0.9732","560","27","0.4952978056","0.0234",NA,NA,"0.0117","0.0117",NA,"0.0039",NA,"0.623","NULL","NULL","NULL","NULL",1
"1210",1210,"Indiana University-Purdue University-Fort Wayne","Fort Wayne","IN","46805-1499","0.8309","550","25","0.2120853081","0.0231","0.0287","0.0828","0.0225","0.0096",NA,"0.0113","0.0023","0.2594","NULL","NULL","NULL","NULL",1
"1211",1211,"Indiana University-Purdue University-Indianapolis","Indianapolis","IN","46202-5143","0.6958","570","26","0.2252285192","0.0294","0.0427","0.042","0.0206","0.0059",NA,"0.014",NA,"0.4161","NULL","NULL","NULL","NULL",1
"1212",1212,"Harrison College-Indianapolis","Indianapolis","IN","46204-2611","1","NULL","NULL","0.2703560099","0.0204",NA,NA,NA,NA,NA,NA,NA,"0.3259","NULL","NULL","NULL","NULL",1
"1213",1213,"University of Indianapolis","Indianapolis","IN","46227-3697","0.8443","560","26","0.4057093426","0.0064",NA,NA,"0.0359","0.0026",NA,"0.023",NA,"0.571","NULL","NULL","NULL","NULL",1
"1214",1214,"Indiana Institute of Technology","Fort Wayne","IN","46803-1228","0.7225","540","24","0.1413311422","0.0542","0.0579",NA,NA,NA,NA,NA,NA,"0.3201","NULL","NULL","NULL","NULL",1
"1215",1215,"University of Southern Indiana","Evansville","IN","47712","0.6934","560","25","0.2973760933","0.0222","0.0188","0.0063","0.0262","0.0108",NA,"0.008",NA,"0.3954","NULL","NULL","NULL","NULL",1
"1216",1216,"Indiana State University","Terre Haute","IN","47809","0.8306","510","22","0.2174877941","0.0287",NA,"0.0594","0.0113","0.0154",NA,"0.0134",NA,"0.4159","NULL","NULL","NULL","NULL",1
"1217",1217,"Indiana University-Kokomo","Kokomo","IN","46904-9003","0.7355","520","24","0.1586901763","0.0092",NA,NA,"0.0092","0.0023",NA,"0.0046",NA,"0.2756","NULL","NULL","NULL","NULL",1
"1218",1218,"Indiana University-South Bend","South Bend","IN","46634-7111","0.7003","530","24","0.1429951691","0.0342",NA,NA,"0.0353","0.0033",NA,"0.0066",NA,"0.258","NULL","NULL","NULL","NULL",1
"1219",1219,"Indiana University-Bloomington","Bloomington","IN","47405-7000","0.7217","660","30","0.3640527666","0.033",NA,"0.0005","0.0763","0.0124",NA,"0.0148",NA,"0.7705","NULL","NULL","NULL","NULL",1
"1220",1220,"Indiana University-Northwest","Gary","IN","46408-1197","0.7625","510","23","0.1362787803","0.024",NA,NA,"0.0195","0.0045",NA,"0.0135",NA,"0.259","NULL","NULL","NULL","NULL",1
"1221",1221,"Indiana University-Southeast","New Albany","IN","47150","0.7945","520","22","0.1587580551","0.0419",NA,NA,"0.0356","0.0073",NA,"0.0084",NA,"0.3014","NULL","NULL","NULL","NULL",1
"1222",1222,"Indiana University-East","Richmond","IN","47374-1289","0.5381","510","23","0.2106508876","0.0103",NA,NA,"0.019","0.0034",NA,NA,NA,"0.2348","NULL","NULL","NULL","NULL",1
"1223",1223,"International Business College-Fort Wayne","Fort Wayne","IN","46804-7145","0.8308","NULL","NULL","0.7180685358","0.0157",NA,NA,NA,NA,NA,NA,NA,"0.7252","NULL","NULL","NULL","NULL",1
"1225",1225,"ITT Technical Institute-Nashville","Nashville","TN","37214-3717","0.6707","NULL","NULL","0.3599931422","0.5",NA,"0.2574",NA,NA,NA,NA,NA,"0.2373","NULL","NULL","NULL","NULL",1
"1226",1226,"ITT Technical Institute-Fort Wayne","Fort Wayne","IN","46825","0.7841","NULL","NULL","0.3599931422","0.1564",NA,"0.2737",NA,NA,NA,NA,NA,"0.321","NULL","NULL","NULL","NULL",1
"1227",1227,"ITT Technical Institute-Indianapolis","Indianapolis","IN","46268-1119","0.9018","NULL","NULL","0.3599931422","0.3376",NA,"0.0489",NA,NA,NA,NA,NA,"0.1972","NULL","NULL","NULL","NULL",1
"1231",1231,"Brown Mackie College-Merrillville","Merrillville","IN","46410","NULL","NULL","NULL","0.3725579628","0.0049",NA,NA,NA,NA,NA,NA,NA,"0.4475","NULL","NULL","NULL","NULL",1
"1232",1232,"Brown Mackie College-Michigan City","Michigan City","IN","46360-7362","NULL","NULL","NULL","0.3725579628","0.0087",NA,NA,NA,NA,NA,NA,NA,"0.3077","NULL","NULL","NULL","NULL",1
"1235",1235,"Manchester University","North Manchester","IN","46962","0.7116","570","25","0.5061425061","0.0201","0.004",NA,"0.0281","0.004",NA,"0.0361",NA,"0.4873","NULL","NULL","NULL","NULL",1
"1236",1236,"Marian University","Indianapolis","IN","46222-1997","0.5795","570","25","0.5083333333",NA,NA,NA,"0.0281","0.0038",NA,"0.0038",NA,"0.524","NULL","NULL","NULL","NULL",1
"1237",1237,"Indiana Wesleyan University-Marion","Marion","IN","46953-4974","0.9515","590","27","0.4909502262","0.0173",NA,NA,"0.0055","0.0008",NA,"0.0003",NA,"0.655","NULL","NULL","NULL","NULL",1
"1238",1238,"Martin University","Indianapolis","IN","46218-0567","NULL","NULL","NULL","0.0309090909",NA,NA,NA,NA,NA,NA,"0.0444",NA,"0.1176","NULL","NULL","NULL","NULL",1
"1240",1240,"Anabaptist Mennonite Biblical Seminary","Elkhart","IN","46517-1999","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1242",1242,"Brown Mackie College-South Bend","South Bend","IN","46635","NULL","NULL","NULL","0.3725579628","0.0366",NA,NA,NA,NA,NA,NA,NA,"0.3876","NULL","NULL","NULL","NULL",1
"1243",1243,"Mid-America College of Funeral Service","Jeffersonville","IN","47130","NULL","NULL","NULL","0.6025641026",NA,NA,NA,NA,NA,NA,NA,NA,"0.8","NULL","NULL","NULL","NULL",1
"1245",1245,"University of Notre Dame","Notre Dame","IN","46556","0.223","770","NULL","0.93569662","0.0235","0.1325",NA,"0.0621","0.0239",NA,"0.0249",NA,"0.9486","NULL","NULL","NULL","NULL",1
"1246",1246,"Oakland City University","Oakland City","IN","47660-1099","0.7285","540","24","0.3455497382",NA,NA,NA,"0.0191",NA,NA,NA,NA,"0.6299","NULL","NULL","NULL","NULL",1
"1248",1248,"Purdue University-Calumet Campus","Hammond","IN","46323-2094","0.6063","540","25","0.2112469438","0.0382","0.0501","0.0744","0.0236","0.0083",NA,"0.0104",NA,"0.3131","NULL","NULL","NULL","NULL",1
"1249",1249,"Purdue University-North Central Campus","Westville","IN","46391-9542","0.7218","530","23","0.2652468538","0.0226","0.0192","0.1847","0.0279",NA,NA,NA,NA,"0.2638","NULL","NULL","NULL","NULL",1
"1252",1252,"Rose-Hulman Institute of Technology","Terre Haute","IN","47803-3920","0.5622","750","34","0.7245508982","0.0846","0.8308",NA,"0.0174","0.0199",NA,"0.0448",NA,"0.7284","NULL","NULL","NULL","NULL",1
"1254",1254,"University of Saint Francis-Fort Wayne","Fort Wayne","IN","46808-3994","0.5362","530","23","0.5190082645",NA,NA,NA,"0.0486",NA,NA,"0.0185",NA,"0.5356","NULL","NULL","NULL","NULL",1
"1255",1255,"Saint Josephs College","Rensselaer","IN","47978-0870","0.6419","540","24","0.4725738397","0.0203",NA,NA,"0.1218","0.0051",NA,"0.0102",NA,"0.4367","NULL","NULL","NULL","NULL",1
"1256",1256,"Saint Mary-of-the-Woods College","Saint Mary of the Woods","IN","47876-1099","0.9754","500","NULL","0.3366666667","0.0184",NA,NA,"0.0123","0.0245",NA,NA,NA,"0.6049","NULL","NULL","NULL","NULL",1
"1257",1257,"Saint Mary's College","Notre Dame","IN","46556","0.8568","600","27","0.8097982709",NA,NA,NA,"0.0858","0.0349",NA,"0.0322",NA,"0.7119","NULL","NULL","NULL","NULL",1
"1259",1259,"Saint Meinrad School of Theology","St. Meinrad","IN","47577","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1261",1261,"Taylor University","Upland","IN","46989-1001","0.876","650","28","0.6613756614","0.0252","0.0092",NA,"0.0412","0.0046",NA,"0.0366",NA,"0.7415","NULL","NULL","NULL","NULL",1
"1262",1262,"Trine University","Angola","IN","46703-1764","0.7157","620","28","0.5040257649","0.0405","0.348","0.1047","0.0236","0.0034",NA,"0.0169",NA,"0.512","NULL","NULL","NULL","NULL",1
"1263",1263,"Valparaiso University","Valparaiso","IN","46383","0.7969","620","29","0.618556701","0.0097","0.1159",NA,"0.0499","0.0097",NA,"0.0483",NA,"0.7013","NULL","NULL","NULL","NULL",1
"1265",1265,"Vincennes University","Vincennes","IN","47591","NULL","NULL","NULL","0.1881055797","0.035","0.003","0.0643","0.001",NA,NA,"0.0086",NA,"0.248","NULL","NULL","NULL","NULL",1
"1266",1266,"Wabash College","Crawfordsville","IN","47933-0352","0.6962","640","28","0.6594594595",NA,NA,NA,"0.0794","0.0635",NA,"0.0899",NA,"0.6908","NULL","NULL","NULL","NULL",1
"1267",1267,"Allen College","Waterloo","IA","50703-1999","0.5","NULL","NULL","0.8345323741",NA,NA,NA,NA,NA,NA,NA,NA,"0.6667","NULL","NULL","NULL","NULL",1
"1268",1268,"AIB College of Business","Des Moines","IA","50321-1799","0.6887","NULL","NULL","0.4682080925","0.0062",NA,NA,NA,NA,NA,NA,NA,"0.6054","NULL","NULL","NULL","NULL",1
"1269",1269,"Briar Cliff University","Sioux City","IA","51104","NULL","NULL","NULL","0.3502994012","0.016",NA,NA,"0.0745","0.0106",NA,"0.016",NA,"0.4545","NULL","NULL","NULL","NULL",1
"1270",1270,"Buena Vista University","Storm Lake","IA","50588","0.6955","NULL","25","0.4736371761","0.0062",NA,NA,"0.0358","0.0037",NA,"0.0025",NA,"0.5265","NULL","NULL","NULL","NULL",1
"1274",1274,"Central College","Pella","IA","50219","0.658","620","26","0.578021978","0.0205",NA,NA,"0.0877","0.038",NA,"0.0439",NA,"0.6493","NULL","NULL","NULL","NULL",1
"1275",1275,"Clarke University","Dubuque","IA","52001-3198","0.7752","550","25","0.5734767025","0.0317",NA,NA,"0.086","0.0045",NA,NA,NA,"0.6952","NULL","NULL","NULL","NULL",1
"1276",1276,"Coe College","Cedar Rapids","IA","52402-5092","0.6171","670","27","0.651465798","0.0139",NA,NA,"0.059","0.0243",NA,"0.0382",NA,"0.6667","NULL","NULL","NULL","NULL",1
"1277",1277,"Cornell College","Mount Vernon","IA","52314-1098","0.6411","650","28","0.6224489796","0.0255",NA,NA,"0.1564","0.0291",NA,"0.0509",NA,"0.6772","NULL","NULL","NULL","NULL",1
"1280",1280,"Divine Word College","Epworth","IA","52045","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.4444","NULL","NULL","NULL","NULL",1
"1281",1281,"Dordt College","Sioux Center","IA","51250-1697","0.7542","630","29","0.6739811912","0.0066","0.0526",NA,"0.0263",NA,NA,"0.0066",NA,"0.623","NULL","NULL","NULL","NULL",1
